标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
一线江景御景湾至笋3房 带入户花园 业主急卖 满五唯一,210,23475,南海,3室2厅1卫,89.46㎡,平层,板塔结合,高楼层(共33层),暂无数据,暂无,东南,钢混结构,精装,,有,永润广场、百信广场、家乐福、好又多、永乐电器、国美、苏宁、华润万家、糖果万佳、7-11便利店、卜蜂莲花、国昌新城市广场,公交车：直通社区、途经线路有213路、257路、259路、289路、290路、夜16路、12路、276路、283路、高峰30、55路、974路。里07路、里07B路
时代水岸二期 南向大户型 金沙洲 诚意实惠出售,380,29872,南海,4室2厅2卫,127.21㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,南,钢混结构,精装,,有,门口就有银行.KTV.酒店.餐饮.等可满足日常需求、另外距离万达广场、国昌广场、金柏天地等大型购物广场只有2公里、里地铁口3.4公里、步行100m有公交接驳。,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线公交：广277.广夜58（沙面新城站）等等20条线接驳广州东站天河城珠江新城北京路
万科四季花城 广州 金沙洲 带大阳台 东南向、实用,240,19335,南海,3室2厅2卫,124.13㎡,平层,塔楼,低楼层(共11层),暂无数据,100.75㎡,东南,钢混结构,精装,,有,,
实用三房、保养好、视野开阔、南北对流,178,21774,南海,3室2厅1卫,81.75㎡,平层,塔楼,高楼层(共34层),暂无数据,66.23㎡,北,钢混结构,精装,,有,综合商场万达广场、金铂天地、海北广场、嘉州广场、金沙童话王国、梦车小）、宝轮海鲜市场、永旺梦乐城、金沙大都汇,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线公交：广277.广夜58（沙面新城站）??等等过20条线接驳广州东站天河城珠江新城北京路
金沙洲万科四季花城 东南向大三房 望花园户型方正实用,175,16412,南海,3室2厅2卫,106.63㎡,平层,板楼,中楼层(共6层),暂无数据,暂无,南,钢混结构,精装,,,地铁：6号线、12号线（在建）。商场:万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园、凤鸣洲公园。银行：农业银行、民生银行、中国银..,房子距离地铁站仅两公里、广佛高速距离小区大门200米、还有广佛肇高速、环城高速、内环。目前金沙洲两条桥在建
此房子业主装修保养好  产权证过五唯一税费低,203,19709,南海,3室2厅2卫,103㎡,平层,塔楼,中楼层(共31层),暂无数据,暂无,东北,钢混结构,精装,,有,小区门口就是公交后站、距离地铁6号线总站浔峰岗2公里、3公里内有：金沙洲永旺梦乐城万达广场广百百货喜来登酒店等等小区内配套齐全、一切皆有、不用外出就可以购买生活之需、健身房、篮球场、游泳馆,小区东南门口就是公交总站、可直达6号线浔峰岗地铁站及广州天河体育中心、小区南门口就是沈海高速入口
金沙里三房两卫、高层望花园、业主诚心出售,280,26230,南海,3室2厅2卫,106.75㎡,平层,塔楼,高楼层(共38层),暂无数据,暂无,东北,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站。
急卖、高楼层采光视野好、产权清晰,159,17601,南海,3室2厅1卫,90.34㎡,平层,板楼,中楼层(共9层),暂无数据,暂无,西南,钢混结构,精装,,有,地铁：6号线、12号线（在建）。商场:万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园。银行：农业银行、民生银行、中国银行、建设银行,地铁6号线276路、283路、12路、高峰30路万科四季花城常年青山绿水百花争放全年无黄真正的花园小区!
全新未入住一房一厅、楼层高、采光好,130,23466,南海,1室1厅1卫,55.4㎡,平层,板塔结合,高楼层(共34层),暂无数据,暂无,西,钢混结构,精装,,有,,
此房一楼带大花园 新装修 拎包入住,260,29386,南海,3室2厅1卫,88.48㎡,平层,板楼,低楼层(共6层),暂无数据,暂无,东南西北,钢混结构,精装,,有,万达、金铂、永旺、广百等大型广场。有广附、中国、民生、工商、建设等银行。横沙卫生站、荔湾区门诊部、金沙洲、黄岐医院。还配有健身房、蓝球场、游泳馆等,小区大门口就是公交车站、地铁6号线、公交车276路、283路、12路、高峰30路、有去往广州以及佛山的各路公交车、广佛高速、环城高速、四通八达、交通便利。
此房满五唯一低税费、业主诚心出售。,42,13125,南海,1室1厅1卫,32㎡,平层,塔楼,低楼层(共8层),暂无数据,暂无,北,钢混结构,简装,,,新荔湾幼儿园、沙面幼儿园、沙溪幼儿园!综合商场:多又惠市、华润万家、苏宁电器、梁植伟纪念医院银行:中国银行、中国工商银行、中国建设银行、中国农业银行嘉洲广场、万达广场、麦当劳、肯德基、黄岐食街、黄岐步行街,白天鹅花园站：广132路、广789路、广653路、210路、佛230路、佛276路、沥18路、沥07路、等等。沙面新城站：广277路
高层望花园、实用大三房、总价低、看房诚意出售,268,23749,南海,3室2厅2卫,112.85㎡,平层,塔楼,中楼层(共33层),暂无数据,94.89㎡,北,钢混结构,精装,,有,农业银行、工商银行、中国银行、招商银行、建设银行广州中医药大学附属骨伤科门诊部、黄岐医院、金铂天地、万达广场、万益广场、好又多、宏城、百佳、嘉和、卜峰莲花,小区门口交通便利、地铁：沙贝地铁站A2口、沙贝地铁站A1口、小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路
万科四季花城 步梯二楼三房 安静望花园 业主诚意出,138,14887,南海,3室2厅1卫,92.7㎡,平层,板楼,低楼层(共6层),暂无数据,79㎡,西北,钢混结构,简装,,有,万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园。银行：农业银行、民生银行、中国银行、建设银行,地铁6号线276路、283路、12路、高峰30路万科四季花城常年青山绿水百花争放全年无黄真正的花园小区!
南向单边位大平层四房看江视野开阔景观好满五唯一,440,25582,南海,4室2厅3卫,172㎡,平层,板塔结合,高楼层(共45层),暂无数据,暂无,南,框架结构,精装,,有,小区旁边就是大型购物商城广百百货、大型美食场所沙田中心、肯德基麦当劳星巴克等；公园：浔峰山公园、滨江公园医院：广州中医药大学金沙洲医院银行：中国银行、工商银行、建设银行、农业银行、农商银行一应俱全,小区大门口就有公交车站、20多条线路直接接驳广州6号线浔峰岗站、不想坐公交骑个小电驴也仅有1.2km左右；并且小区门口450m处有广州在建12号线里横路站、官方预计2023年年底试运行、2024年正式开通、开往广州大学城南、经过广州中.心各区、出行方便快捷。
中海金沙里三房两卫望江、保养装修好、满五唯一！,255,24019,南海,3室2厅2卫,106.17㎡,平层,塔楼,高楼层(共48层),暂无数据,86㎡,东北,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站。
时代糖果南向大户型 园林单位 自住保养好,229,20266,南海,3室1厅2卫,113㎡,平层,塔楼,中楼层(共17层),暂无数据,暂无,南,钢混结构,精装,,有,永润广场、卜蜂莲花、华润万家、沙田中*心、广百百货、金沙国际广场、金铂天地、万达广场、国昌新城市广场；市场：草场市场、洲村市场；医院：广州中医药大学金沙洲医院、南海仁和中医院、南方医科大学南海医院,据规划2024年前旁边开通地铁与有轨电车！公交：231、974、里07、里10、广夜91、广657等等、其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。
金名都西区 免爬坡 过五年唯一,350,38386,南海,3室2厅2卫,91.18㎡,平层,板塔结合,中楼层(共26层),暂无数据,暂无,南北,钢混结构,精装,,有,饮食购物：小区旁边就是大型购物商城广百百货、大型美食场所沙田中心、肯德基麦当劳星巴克等；公园：浔峰山公园、滨江公园医院：广州中医药大学附属医院银行：中国银行、工商银行、建设银行、农业银行、农商银行一应俱全,小区门口就是公交站、三站直达浔峰岗地铁口、上班出行方便、公交车次多无需等待广州12号线在建、届时与地铁站仅相距三、四百米
：此房满五年、安静、保养新、价格可谈,170,18848,南海,3室2厅2卫,90.2㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,东南,钢混结构,简装,,有,永润广场、百信广场、家乐福、好又多、永乐电器、国美、苏宁、糖果万佳、卜蜂莲花,公交车、直通社区、途经线路有213路、.里10、657、直到寻峰岗地铁口、、交通便利、
佛山金沙洲恒大御景湾 温馨安静 通风采光好,227,24946,南海,3室2厅1卫,91㎡,平层,塔楼,中楼层(共58层),暂无数据,暂无,东,钢混结构,精装,,有,小区四周配套比较完善广百购物广场麦当劳风情街一饭丰顺酒家华润万家便利广州中医药大学附属金沙洲医院金沙洲社区门诊工商银行农业银行、沙田商场,小区配备有恒大的专属楼吧、15分钟一趟接驳地铁站。小区侧门连接里广路、靠近公交站（金名都）站、有里07、广231.947等公交车直达浔峰岗地铁站
此房满五年唯一低税费 中楼层带大阳台 保养好,215,23069,南海,3室2厅1卫,93.2㎡,平层,塔楼,中楼层(共5层),暂无数据,暂无,西南,钢混结构,精装,,有,万达、金铂、永旺、广百等大型广场。有广附、中国、民生、工商、建设等银行。横沙卫生站、荔湾区门诊部、金沙洲、黄岐医院。还配有健身房、蓝球场、游泳馆等,小区大门口就是公交车站、地铁6号线、公交车276路、283路、12路、高峰30路、有去往广州以及佛山的各路公交车、广佛高速、环城高速、四通八达、交通便利。
恒大御景半岛小区 环江而立 环境绿化好 全区温馨,360,22642,南海,4室2厅3卫,159㎡,平层,塔楼,中楼层(共31层),暂无数据,暂无,东南,钢混结构,精装,,有,广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,小区每隔四到六栋设有便民车站点方便人们来回沙贝地铁口、路程畅通无堵塞
金名都4房望江 单边位  环境舒适 视野开阔,660,38151,南海,4室2厅3卫,173㎡,平层,板塔结合,高楼层(共45层),暂无数据,暂无,南,框架结构,精装,,有,饮食购物：小区旁边就是大型购物商城广百百货、大型美食场所沙田中心、肯德基麦当劳星巴克等；公园：浔峰山公园、滨江公园医院：广州中医药大学附属医院银行：中国银行、工商银行、建设银行、农业银行、农商银行一应俱全,小区门口就是公交站、三站直达浔峰岗地铁口、上班出行方便、公交车次多无需等待广州12号线在建、届时与地铁站仅相距三、四百米
中海金沙里 带50平方大露台 南北对流 采光好 环境舒适,204,22922,南海,3室1厅1卫,89㎡,平层,塔楼,低楼层(共48层),暂无数据,暂无,西北,钢混结构,简装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站。
户型方正.实用率高、居住舒适、低楼层200平大平台,292,31503,南海,3室1厅2卫,92.69㎡,平层,塔楼,低楼层(共33层),暂无数据,75.29㎡,东南,钢混结构,精装,,有,小区两公里内可到达.金沙洲商圈.（万达广场.金铂天地广场.国昌广场.红星凯美龙等）楼下就是海北广场.内有菜市场,多条交通线路直达广佛：广夜112路、桂19路、沥06路、广653、沥0路等等
此房南北通透格局方正 楼层好装修好,170,19541,南海,3室2厅1卫,87㎡,平层,板楼,低楼层(共6层),暂无数据,暂无,东北西南,钢混结构,精装,,,万达、金铂、永旺、广百等大型广场。中国、民生、工商、建设等银行。横沙卫生站、荔湾区门诊部、金沙洲、黄岐医院。还配有健身房、蓝球场、游泳馆等,小区大门口就是公交车站、地铁6号线、公交车276路、283路、12路、高峰30路、有去往广州以及佛山的各路公交车、广佛高速、环城高速、四通八达、交通便利。
中海金沙里大四房东南朝向保养好业主诚意出售,370,28338,南海,4室2厅2卫,130.57㎡,平层,塔楼,低楼层(共48层),暂无数据,105.77㎡,东南,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站。
实用三房、保养好、视野开阔、南北对流,190,23242,南海,3室1厅1卫,81.75㎡,平层,塔楼,中楼层(共34层),暂无数据,66.23㎡,东北,钢混结构,精装,,有,综合商场万达广场、金铂天地、海北广场、嘉州广场、金沙童话王国、梦车小）、宝轮海鲜市场、永旺梦乐城、金沙大都汇,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线公交：广277.广夜58（沙面新城站）??等等过20条线接驳广州东站天河城珠江新城北京路
糖果二期2+1房 高层采光通风好 安静望山 近地铁电车,115,14936,南海,2室2厅1卫,77㎡,平层,塔楼,高楼层(共18层),暂无数据,暂无,东北,钢混结构,精装,,有,商场：永润广场、沙田中*心、华润万家、卜蜂莲花、广百百货、金沙国际广场、金铂天地、万达广场、国昌新城市广场。医院：广州中医药大学金沙洲医院、南海仁和中医院、南方医科大学南海医院。市场：洲村市场、草场肉菜市场。银行：工行、建行、中行、农行。,据规划2023-2024年小区旁边开通地铁与有轨电车！！！公交：231、974、里07、里10、广夜91、广657等等、其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。
少见3+1房、三房价格买四房 自住保养好 望花园,140,15414,南海,3室2厅1卫,90.83㎡,平层,板楼,中楼层(共6层),暂无数据,81.08㎡,北,钢混结构,精装,,,地铁：6号线、12号线（在建）。商场:万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园。银行：农业银行、民生银行、中国银行、建设银行,公交车：12路、276路、283路、790路、广高峰快线30号地铁：地铁6号线浔峰岗A出口
金名都  园景大三房  免爬坡,244,20334,南海,3室1厅2卫,120㎡,平层,板塔结合,低楼层(共45层),暂无数据,暂无,东北,钢混结构,精装,,有,饮食：麦当劳、金汇景海鲜酒家、湘村馆、金沙喜宴大酒楼等；二、商场：广百百货、华润万家、永旺梦乐城；三、公园：浔峰山森林公园、滨江公园；四、医院：金沙洲首家三甲-广州中医药大学附属医院。,小区门口有金名都公交车站、去广州6号线地铁浔峰岗站、三个站、有里07、广231、974等车线高速路口：沙贝站、泌冲站、里水佛山一环段。
带私家天台 东南向 前后园景 保养新净,220,18334,南海,3室2厅2卫,120㎡,平层,板楼,高楼层(共5层),暂无数据,暂无,东南,钢混结构,精装,,,小区门口就是公交车站、距离广州地铁6号线总站浔峰岗3公里、2公里内有：金沙洲永旺梦乐城万达广场广百百货金箔天地红星美凯龙维也纳酒店等等小区内配套齐全、一切皆有、不用外出就可以购买生活之需、健身房、球场、游泳馆,小区门口就是公交总站、多条线路接驳地铁口以及通达广佛多地、另外、距离地铁6号线总站浔峰岗约2公里、交通出行方便。
南向3房2卫 金名都高层通风好 阳光明媚 冬暖夏凉,207,22748,南海,3室2厅2卫,91㎡,平层,板塔结合,高楼层(共45层),暂无数据,暂无,东南,钢混结构,精装,,有,小区旁边就是大型购物商城广百百货、大型美食场所沙田中心、肯德基麦当劳星巴克等；公园：浔峰山公园、滨江公园医院：广州中医药大学附属医院银行：中国银行、工商银行、建设银行、农业银行、农商银行一应俱全,地铁12号线建设中、门口即为公交枢纽站——金名都站、十几条公交路线穿梭广佛、出行便捷
御景湾方正2房  有钥匙看房方便,258,28044,南海,2室2厅1卫,92㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,东,钢混结构,精装,,有,小区四周配套比较完善广百购物广场麦当劳风情街一饭丰顺酒家华润万家广州中医药大学附属金沙洲医院金沙洲社区门诊工商银行农业银行、沙田商场,小区配备有恒大的专属楼吧、15分钟一趟接驳地铁站。小区侧门连接里广路、靠近公交站（金名都）站、有里07、广231.947等公交车直达浔峰岗地铁站
金名都南向91方三房出售、诚意放卖、望花园、近门口,210,23077,南海,3室2厅1卫,91㎡,平层,板塔结合,低楼层(共45层),暂无数据,暂无,南,钢混结构,精装,,有,,交通出行：小区门口就有公交车站、去广州地铁6号线浔峰岗站、在建的里横路站约两年后通车、三个站、有里07.广231.974等车线高速路口：沙贝站、泌冲站里水佛山一环段
金名都96方三房两卫、业主诚意卖、近门口、不爬坡,335,34860,南海,3室2厅2卫,96.1㎡,平层,板塔结合,低楼层(共45层),暂无数据,暂无,东北,钢混结构,精装,,有,,交通出行：小区门口就有公交车站、去广州地铁6号线浔峰岗站、在建的里横路站约两年后通车、三个站、有里07.广231.974等车线高速路口：沙贝站、泌冲站里水佛山一环段
西南向 中高层 三房两卫 望花园 无遮挡,300,28038,南海,3室2厅2卫,107㎡,平层,塔楼,中楼层(共48层),暂无数据,暂无,西南,钢混结构,精装,,有,生活配套商场：永润广场、家乐福、广百、永乐电器、国美银行：工商银行、农村信用社、农业银行、建设银行、中国银行,与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。公交：974、里10、广夜91、广657、等。其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站
恒大御景湾少有1房、层高3.6米、证够5年唯一、安静。,91,16852,南海,2室1厅1卫,54㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东,钢混结构,简装,,有,公园：洲村公园、浔峰山公园市：广百百货、永润广场医院：金沙洲医院、黄岐医院,地铁6号线浔峰岗站、金名都公交车站、地铁12号线预计2023年开通、里横路站离小区近
户型方正、实用三房、绿化好、中层南向望江。,230,24732,南海,3室2厅2卫,93㎡,平层,塔楼,低楼层(共34层),暂无数据,暂无,南,钢混结构,精装,,有,,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线?公交：广277.广夜58（沙面新城站）??等等过20条线接驳广州东站天河城珠江新城北京路
中海金沙里 、实用小三房 带几百方大平台！,206,23147,南海,3室2厅1卫,89㎡,平层,塔楼,低楼层(共38层),暂无数据,暂无,西北,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站。
业主有心出售.温馨安静 江景洋房 环境绿化好,650,35136,南海,3室2厅2卫,185㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,东南,钢混结构,精装,,有,广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,
户型方方正正、57平1加1户型、交通便利,91,15965,南海,1室1厅1卫,57㎡,平层,塔楼,高楼层(共11层),暂无数据,暂无,东北,钢混结构,精装,,有,永润广场、百信广场、家乐福、好又多、永乐电器、国美、苏宁、华润万家、糖果万佳、7-11便利店、卜蜂莲花、国昌新城市广场,公交车：直通社区、途经线路有213路、257路、259路、289路、290路、夜16路、12路、276路、283路、高峰30、55路、974路。里07路、
此房满五、无按揭、一手业主、中楼层 价格可谈,158,20520,南海,3室2厅1卫,77㎡,平层,塔楼,高楼层(共18层),暂无数据,62㎡,东北,钢混结构,精装,,有,,与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。公交：974、里10、广夜91、广657、等。其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站
全新未住 格局通透 楼层好 视野开阔 配套齐全,210,24959,南海,3室2厅1卫,84.14㎡,平层,板塔结合,中楼层(共32层),暂无数据,暂无,西北,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,时代天境小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站
金名都近门口三房两卫出售、价钱可谈、保养新,258,26695,南海,3室2厅2卫,96.65㎡,平层,板塔结合,高楼层(共45层),暂无数据,暂无,北,钢混结构,精装,,有,,交通出行：小区门口就有公交车站、去广州地铁6号线浔峰岗站、在建的里横路站约两年后通车、三个站、有里07.广231.974等车线高速路口：沙贝站、泌冲站里水佛山一环段
中海金沙里望江三房、中楼层、格局好、保养新,210,23564,南海,3室2厅1卫,89.12㎡,平层,塔楼,中楼层(共48层),暂无数据,暂无,西北,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站
佛山 金沙洲 恒大金名都 温馨安静,250,20834,南海,3室2厅2卫,120㎡,平层,板塔结合,低楼层(共45层),暂无数据,暂无,东北,钢混结构,精装,,有,步行300米可到达广百百货、沙田美食。2公里范围内有永润、金沙汇、永旺梦乐城、国昌广场、万达星港城等大型购物综合体、衣食住行无一不便利,地铁12号线建设中、门口即为公交枢纽站——金名都站、十几条公交路线穿梭广佛、出行便捷
户型方正、交通便利、糖果N加1户型使用率高,130,16740,南海,2室2厅1卫,77.66㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,南北,钢混结构,精装,,有,生活配套:永润广场、家乐福、好又多、永乐电器、国美银行：工商银行、农村信用社、农业银行、建设银行、中国银行,与润广场、家乐福、好又多、永乐电器、国美银行：工商银行、农村信用社、农业银行、建设银行、中国银行
高层望江 单边位置采光好 房子新装修 拎包入住,468,23342,南海,4室2厅2卫,200.5㎡,平层,塔楼,中楼层(共31层),暂无数据,暂无,东,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站。
独门独户 带入户花园3房 望园景 御景湾景观好,188,21124,南海,3室2厅1卫,89㎡,平层,塔楼,低楼层(共49层),暂无数据,暂无,东北,钢混结构,精装,,有,小区四周配套比较完善广百购物广场麦当劳风情街一饭丰顺酒家华润万家广州中医药大学附属金沙洲医院金沙洲社区门诊工商银行农业银行、沙田商场,小区配备有恒大的专属楼吧、15分钟一趟接驳地铁站。小区侧门连接里广路、靠近公交站（金名都）站、有里07、广231.947等公交车直达浔峰岗地铁站
地铁盘220万 恒大御景湾 90大2房景观好 保养新,184,19785,南海,2室2厅1卫,93㎡,平层,塔楼,高楼层(共58层),暂无数据,暂无,北,钢混结构,精装,,有,永润广场、百信广场、家乐福、好又多、永乐电器、国美、苏宁、华润万家、糖果万佳、7-11便利店、卜蜂莲花、国昌新城市广场,公交车：直通社区、途经线路有213路、257路、259路、289路、290路、夜16路、12路、276路、283路、高峰30、55路、974路。里07路、里07B路
糖果一期3+1房 采光通风好 方正很实用 近地铁有轨电车,185,19530,南海,3室2厅1卫,94.73㎡,平层,塔楼,中楼层(共12层),暂无数据,73.54㎡,西南,钢混结构,精装,,有,商场：永润广场、沙田中*心、华润万家、卜蜂莲花、广百百货、金沙国际广场、金铂天地、万达广场、国昌新城市广场。医院：广州中医药大学金沙洲医院、南海仁和中医院、南方医科大学南海医院。市场：草场肉菜市场、洲村市场。银行：工行、建行、中行、农行。,据规划、预计2024年底前小区旁边开通地铁与有轨电车！！！公交：231、974、里07、里10、广夜91、广657等等、其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。
金沙里三房高层望江单位、业主自住保养新,316,29764,南海,3室2厅2卫,106.17㎡,平层,塔楼,高楼层(共48层),暂无数据,暂无,东北,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站
全新未住      高层小三房,213,24768,南海,3室2厅1卫,86㎡,平层,板塔结合,高楼层(共32层),暂无数据,暂无,北,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站。
高层南北向、视野开阔无遮挡、采光充足,200,21979,南海,3室2厅2卫,91㎡,平层,板塔结合,高楼层(共44层),暂无数据,暂无,南,钢混结构,精装,,有,本小区旁边有广百百货、沙田中心广场、永润广场、万达广场、国昌新城市、酒店、广州中医药大学金沙洲医院,交通出行：金名都小区整体交通出行方便。小区有人行出入口3个、车行出入口两个。主出入口有多条公交车线路可以直达广州、佛山两地。此外、主出入口直线距离500米处有在建广州地铁12号线、12号线换乘站点较多、近金名都小区的站点为里横路站、出行十分方便。
中海金沙里三房两卫望江、保养装修好、满五唯一！,330,30842,南海,3室2厅2卫,107㎡,平层,塔楼,中楼层(共48层),暂无数据,暂无,东北,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站。
时代天境全新四房、南向、采光通透、诚意出售,385,32474,南海,4室2厅2卫,118.56㎡,平层,板塔结合,中楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,有,,
带精装修、楼层好、3+1户型、实用方正,145,16604,南海,3室2厅1卫,87.33㎡,平层,塔楼,中楼层(共17层),暂无数据,68.22㎡,北,钢混结构,精装,,有,生活配套:金沙洲幼儿园、横沙幼儿园、洲村幼儿园、糖果一期内幼儿园、里水幼儿园、胜利幼儿园。商场：永润广场、家乐福、好又多、永乐电器、国美银行：工商银行、农村信用社、农业银行、建设银行、中国银行,与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。公交：974、里10、广夜91、广657、等。其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。
糖果二期2+1房 安静采光通风好景观好 近地铁有轨电车,135,17533,南海,2室2厅1卫,77㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,东北,钢混结构,精装,,有,商场：永润广场、沙田中*心、华润万家、卜蜂莲花、广百百货、金沙国际广场、金铂天地、万达广场、国昌新城市广场。医院：广州中医药大学金沙洲医院、南海仁和中医院、南方医科大学南海医院。市场：草场肉菜市场、洲村市场。银行：工行、农行、建行、中行,据规划、预计2024年底前小区旁边开通地铁与有轨电车！！！公交：231、974、里07、里10、广夜91、广657等等、其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。
高层两房  望花园  主卧望江 视线开阔,210,23077,南海,2室1厅1卫,91㎡,平层,塔楼,高楼层(共58层),暂无数据,暂无,西南,钢混结构,简装,,有,小区四周配套比较完善广百购物广场麦当劳风情街一饭丰顺酒家华润万家便利广州中医药大学附属金沙洲医院金沙洲社区门诊工商银行农业银行、沙田商场,小区配备有恒大的专属楼吧、15分钟一趟接驳地铁站。小区侧门连接里广路、靠近公交站（金名都）站、有里07、广231.947等公交车直达浔峰岗地铁站
