标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
海语熙岸二期 高层三房 视野开阔 近环宇城、随时看房,200,22000,南沙,3室2厅2卫,90.91㎡,平层,暂无数据,高楼层(共32层),暂无数据,暂无,北,钢混结构,其他,,,,小区有一期凤凰大道有公交站、南沙20、31、5、G5、G4线停靠南门站；南沙12、53、南B1线停靠北门站、交通方便。坐公交车一站就能到达蕉门地铁站、2站能到横沥地铁站
时代南湾好户型、业主诚意放卖、看房方便,205,15910,南沙,3室1厅2卫,128.85㎡,平层,板塔结合,低楼层(共24层),暂无数据,暂无,东南,钢混结构,精装,,有,,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁:2.8公里到南沙客运港站(4号线起点站)公交:南沙18南沙19南沙5
品质小区、南北对流大三房、钥匙在手随时看,251,20622,南沙,3室2厅2卫,121.72㎡,平层,板楼,低楼层(共11层),暂无数据,102.16㎡,南北,钢混结构,精装,,有,两公里范围内有以下配套：凤凰湖公园悠方购物广场南沙区政府地铁4号线蕉门站,
高层视野好、南北对流格局、户型方正、毛坯房可塑性。,205,17502,南沙,3室2厅2卫,117.13㎡,平层,塔楼,高楼层(共31层),暂无数据,96.04㎡,南,钢混结构,精装,,有,这个楼盘就在地铁线旁边、可以看到四号线、旁边就是碗达广场、娱乐吃喝不用担心、隔壁还有喜来登酒店、地理位置很好、空气清新而且楼距够大。,门口多条线路有公交站、500米金州地铁口、坐一站到蕉门站有公交总站、可以来往多个城市、地铁四个站可达庆盛高铁站去往东莞、深圳、香港等等。
蕉门河旁 精致三房带套间 含增值税,235,26648,南沙,3室2厅2卫,88.19㎡,暂无数据,塔楼,低楼层(共39层),暂无数据,暂无,南北,钢混结构,精装,,有,适合在南沙蕉门区府版块上班的职场精英、交通便利、缩短日常通勤时间,
南向大阳台、视野无遮挡、、、、,185,15678,南沙,3室2厅2卫,118㎡,平层,板塔结合,高楼层(共18层),暂无数据,暂无,南,钢混结构,其他,,有,2公里范围内：忘达广场、今洲广场、华汇广场、广州酒家等、板头市场、金洲市场等、四大银行、风信子美食街、三甲医院1.5公里范围。,此小区门口设有很多路公交车站、距离4号线金洲站约900米、交通十分方便
灵山岛住宅免物业费大三房精装房,178,17227,南沙,3室1厅2卫,103.33㎡,平层,塔楼,低楼层(共30层),暂无数据,暂无,南北,钢混结构,精装,,有,交通配套产离小区89米有公交站灵山岛公交总站在离小区200米地铁也1公里,
中大城 2室2厅 南,120,15332,南沙,2室2厅1卫,78.27㎡,暂无数据,塔楼,中楼层(共30层),暂无数据,暂无,南,钢混结构,其他,,有,,
改善大四房、适合大家庭、望花园、视野开阔,275,15914,南沙,4室2厅2卫,172.81㎡,平层,塔楼,中楼层(共18层),暂无数据,139.09㎡,东南,钢混结构,简装,,有,医院：南沙人民医院、商场：望达广场、越秀总部广场综合体、大过望达的2.5倍。滨海隽城外语幼儿园、金洲地铁口、人民医院公交车站、望达广场公交站有到南沙各个区域,近金洲地铁口、南沙人民医院公交车站、望达广场公交站有到南沙各个区域、金洲的下一个蕉门地铁口是南沙的公交的总站、直达白云机场、广州南站、深圳机场等各大交通枢纽站、随着政府的投入、交通非常便利了！虎门二桥（也称南沙大桥）
越秀天珹 小区新 距离地铁口近 看房也方便,220,21569,南沙,3室2厅2卫,102㎡,平层,平房,高楼层(共33层),暂无数据,76.5㎡,北,钢混结构,精装,,有,小区旁即为广场、休闲娱乐餐饮购物一站式打包解决、很方便、楼下有幼儿园和公交车站、出行便捷、步行700米有地铁4号线、接驳市区上下班交通方便,近金洲地铁口、南沙人民医院公交车站、广场公交站有到南沙各个区域、金洲的下一个蕉门地铁口是南沙的公交的总站、直达白云机场、广州南站、深圳机场等各大交通枢纽站、随着政府的投入、交通便利了!虎门二桥(也称南沙大桥)
中楼层南向视野开阔无遮挡全新未入住,158,18941,南沙,3室2厅1卫,83.42㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,西南,钢混结构,精装,,有,2公里内有多个大形商场(南沙城、*达广场、星河COCOPark.Cocogarden)、地铁站、5南沙图书馆,
南沙心意华庭 2室1厅 东南,128,14800,南沙,2室1厅1卫,86.49㎡,平层,板塔结合,中楼层(共15层),暂无数据,暂无,东南,钢混结构,其他,,有,,
南沙湾东苑 近地铁  交通方便。,580,45970,南沙,4室2厅2卫,126.17㎡,平层,板塔结合,低楼层(共9层),暂无数据,104.36㎡,东南,钢结构,精装,,有,小区在南沙湾板块、配套设施丰富。有南沙客运港四号线地铁、南沙客运港坐快艇直达香港中港城、还有南沙游艇会、南沙邮轮母港、黄山鲁森林公园、南沙天后宫、蒲洲花园、还有南沙大酒店和南沙花园酒店。是一个宁静与现代繁华并存的地方,
南北通透、全新未住、视野开阔、采光充足,243.5,19991,南沙,4室2厅2卫,121.81㎡,平层,塔楼,中楼层(共26层),暂无数据,96.12㎡,南北,钢混结构,其他,,有,小区出门南边就是滨海栈道、网红打卡点、离菜市场也近、日常生活配套就在小区门口、有海滨公园、天后宫,有地铁四号线：南横站和塘坑站、双地铁楼盘、小区有多条公交线路经过出去主干道只需一个字、免受交通拥堵烦恼
一线河景东南向大四房包车位 蕉门河夜景漂亮,419,30304,南沙,4室2厅2卫,138.27㎡,平层,塔楼,低楼层(共33层),暂无数据,112.28㎡,南,钢混结构,简装,,有,南沙商圈最密集的区域目前建成和在建的商圈综合体有南沙旺达广场悠方商街星河COCOPARK中铁凤凰广场等且集中华师附附幼东悦湾华师附金隆广外等,项目位于蕉门地铁站旁、且有三地铁交汇于此:4号线(已运营)、15号线(规划中)、22号线(建设中)、地铁3站可到庆盛高铁站、可转乘达深圳、香港、接驳湾区繁华、畅达全国、
南沙湾、近地铁、三大社区交汇、邮轮母港商圈,198,20383,南沙,3室2厅2卫,97.14㎡,平层,塔楼,中楼层(共32层),暂无数据,77.45㎡,南,钢混结构,其他,,有,项目所在的南沙湾板块配套丰富离地铁口500米有华师英东天元等南沙客运港地铁站邮轮母港南沙大酒店南沙游艇会南沙邮轮母港地理位置便利集半小时国际都市群生活圈蜚声海内外的南沙天后宫海景五星酒店南沙大酒店花园酒店,
此房户型方正 采光好 装修保养好 小区环境优美,150,13011,南沙,3室1厅2卫,115.29㎡,平层,塔楼,低楼层(共11层),暂无数据,暂无,东南,钢混结构,其他,,有,小区楼下有小商店、肉菜chao市、餐馆等等、可以满足日常生活所需。两公里范围内有九王庙肉菜市场、南沙旧镇市场。距离南沙区妇幼保健院约3公里左右。3公里内范围内有五级酒店、游艇会、高尔夫、旅游景点、邮轮母港等等,
南沙城看花园大三房 安静 可塑性强,200,14396,南沙,3室1厅2卫,138.93㎡,平层,塔楼,中楼层(共18层),暂无数据,103.51㎡,南,钢混结构,其他,,有,南沙城位于环市大道中与进港大道交汇处（南沙牌坊前行100米）、是一个集购物、商务办公、居住、休闲、娱乐于一体的综合体、是一个由商务公寓、住宅、写字楼、大型SHOPPINGMALL组成的现代化项目。,
此房为高层、适合刚需客户、小区环境好、业主诚心出,210,23649,南沙,3室2厅1卫,88.8㎡,平层,塔楼,高楼层(共49层),暂无数据,暂无,南,钢混结构,精装,,有,小区旁即为广场、休闲娱乐餐饮购物一站式打包解决、很方便、楼下有幼儿园和公交车站、出行便捷、步行700米有地铁4号线、接驳市区上下班交通方便,近金洲地铁口、南沙人民医院公交车站、广场公交站有到南沙各个区域、金洲的下一个蕉门地铁口是南沙的公交的总站、直达白云机场、广州南站、深圳机场等各大交通枢纽站、随着政府的投入、交通便利了!虎门二桥(也称南沙大桥)
楼层好、视野开阔、格局方正、户型好,120,15958,南沙,2室2厅1卫,75.2㎡,平层,塔楼,高楼层(共28层),暂无数据,暂无,北,钢混结构,其他,,有,,人车分流、人文地理位置好小区旁边就是市政公园、空气新鲜、适合老人小孩居住游玩
Vanke府前花园好位置好楼层好朝向两房,147,18017,南沙,2室2厅1卫,81.59㎡,平层,板楼,中楼层(共11层),暂无数据,68.11㎡,西南,钢混结构,精装,,有,配套齐全完善、环宇城商城就在隔壁、幼儿园就在楼下、距离三甲医院1.2公里、三大公园,
南沙金洲地铁口丰庭花园精装三房两卫小区中间安静不吵,109,11809,南沙,3室2厅2卫,92.31㎡,平层,板楼,高楼层(共15层),暂无数据,暂无,北,钢混结构,精装,,有,公园：步行600米蕉门河公园、3公里左右大型儿童公园地铁：出门地铁口50米医院：步行450米三甲医院商场：步行500米达广场、小区门口50米风信子跨境商场、小区旁边在建越秀国际总部广场,距金洲地铁口150、南沙人民医院公交车站150、达广场公交站有到南沙各个区域、金洲的下一个蕉门地铁口是南沙的公交的总站、直达白云机场、广州南站、深圳机场等各大交通枢纽站、随着政府的投入、交通非常便利！
地铁、毛胚四房、看房方便 意愿度高,295,21132,南沙,4室1厅2卫,139.6㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东南,钢混结构,其他,,有,小区近地铁口、门口就有公交站、去市区以及南沙各个地方都可以、门口客运港每天都有船往返香港、自驾去东莞深圳方便,
龙光北区 南北对流户含车位 型保养好,155,15978,南沙,3室2厅2卫,97.01㎡,平层,塔楼,中楼层(共11层),暂无数据,暂无,南北,钢混结构,其他,,有,小区位于蕉门河板块、一路之隔十杤方中海环宇城、三大公园、七个天然湖泊、地铁口800米、三家医院一公里、两公里内聚集三大购物广场配套齐全。,该小区大门口有多条公交车线路、距离蕉门地铁站约800米、邻近凤凰大道快速通道、交通便利四通八达。
中大城 2室2厅 南,125,15971,南沙,2室2厅1卫,78.27㎡,平层,塔楼,低楼层(共30层),暂无数据,暂无,南,钢混结构,精装,,有,,
海语一期南向、位置安静、视野开阔、望江靠河！,550,29408,南沙,4室2厅3卫,187.03㎡,平层,板塔结合,中楼层(共43层),暂无数据,142.72㎡,南,钢混结构,精装,,有,小区门口有公交车站、1个站就可以到地鉄口、交通便利；在小区前面有蕉门河公园、出去就是环宇城、购物逛街很方便、小区门口有幼儿园,
龙光棕榈水岸南区 5室2厅 南 北,375,31667,南沙,5室2厅2卫,118.42㎡,平层,板塔结合,高楼层(共18层),暂无数据,98.1㎡,南北,钢混结构,精装,,有,,
珠光御景高层三房二卫南北对流带精装保养好,209,17292,南沙,3室2厅2卫,120.87㎡,平层,板塔结合,高楼层(共18层),暂无数据,暂无,东南,钢混结构,其他,,有,,
星河盛世 南北对流双阳台无遮挡  业主自住 保养新,163,18150,南沙,3室1厅1卫,89.81㎡,平层,塔楼,中楼层(共25层),暂无数据,66.3㎡,南,钢混结构,精装,,有,1.出门口就是金洲广场和金洲肉菜市场有广场华汇广场等大型综合体2还未命名小区自带幼儿园3门口有多条公交线路经过距离金洲地铁口1公里左右出行还挺方便,
少量南北对流双阳台小三房 中高楼层看花园景观,165,18373,南沙,3室2厅1卫,89.81㎡,平层,塔楼,高楼层(共25层),暂无数据,暂无,南,钢混结构,简装,,有,1.出门口就是金洲广场和金洲肉菜市场有广场华汇广场等大型综合体2还未命名小区自带幼儿园3门口有多条公交线路经过距离金洲地铁口1公里左右出行还挺方便,
一线蕉门河景 东南向 户型方正 景观好,206,17807,南沙,3室2厅2卫,115.69㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,东南,钢混结构,精装,,有,,大门口就有公交车一站到蕉门地铁4号线（黄村-南沙客运港）路经庆盛高铁站也是地铁站换乘方便快捷门口有公交直达地铁18号线横沥站、
越秀天珹 2室2厅 东北,210,26711,南沙,2室2厅1卫,78.62㎡,平层,塔楼,低楼层(共48层),暂无数据,暂无,东北,钢混结构,精装,,有,,
大阳台、南北对流格局、采光通风佳、配套成熟,165,14299,南沙,3室2厅2卫,115.4㎡,平层,塔楼,中楼层(共28层),暂无数据,92.8㎡,南,钢混结构,精装,,有,小区配套完善、3公里范围内有多所书BAO、小区内有公立YOU儿园楼下有各种生鲜店和24小时便利店、药店等。,交通配套完善、出行方便、小区楼下就是公交车站、三站可到达地铁黄阁汽车城站、以及各大商场等。
南沙湾御苑  南向  看园林3房,220,21302,南沙,3室1厅1卫,103.28㎡,平层,塔楼,低楼层(共28层),暂无数据,暂无,北南,钢混结构,其他,,有,小区位于南沙湾板块、坐拥成熟金洲成熟商圈、华汇广场、金洲步行街、达广场、越秀总部广场。,距离15号线（规划中）何仙姑站距离仅200米、未来乘坐15号线转乘到4号线、18号线、22号线直达市区。小区门口有公交站。小区到主干道进港大道、港前大道、环市大道方便。5公里有游轮母港。交通十分便利。
满无唯一 位置安静 前院加后院加地下室,660,36027,南沙,4室2厅3卫,183.2㎡,平层,塔楼,低楼层(共6层),暂无数据,暂无,南北,钢混结构,其他,,有,小区位处黄山鲁森林公园之中、环境好、小区内配有幼儿园、傍山而建、空气清新、娱乐配套更有3000㎡水岸休闲会所、包含私家游泳池、私家健身房。高尔夫球场等场所,地铁：项目就在地铁4号线延长线广隆站旁公交：南沙18路、南沙19路、南沙1路、南沙49路、南沙4路、番141短线、番141B短线在名幸站下、即到达黄山鲁森林公园西门口、沿山脚往上走即可到达项目。专有的南沙61路就在小区门口
越秀东坡、南向3房2卫、带个车位,170,18306,南沙,3室2厅2卫,92.87㎡,平层,塔楼,低楼层(共25层),暂无数据,暂无,东南,钢混结构,其他,,有,小区楼下有生鲜、0.5公里渡口菜市场、1公里明珠菜市场、1.5公里华汇广场、3.5公里某达广场、沿街商铺吃的、喝的、用的都能满足日常随需,
品质小区、头排江景、南北通透大平层,835,33988,南沙,5室2厅3卫,245.68㎡,平层,塔楼,低楼层(共36层),暂无数据,191㎡,南北,钢混结构,简装,,有,医院：广州市第一人民医院、广州南沙经济技术开发区医院、广州市南沙中医院银行：工商银行、建设银行、农业银行邮政：中国邮局其他：南沙体育馆、规划体育公园、南沙图书馆、红树林小区内部配套：幼儿园,小区门口就是公交站、多路公交达南沙各个位置、小区距离蕉门地铁站1.8公里、规划中广州地铁15号环岛线体育馆站距小区步行200米、开通后无缝接驳2021年由广州南站及广州东站开来南沙的22号及18号线、可直达珠江新城。
南沙黄阁五星物业小3房户型实用,135,15296,南沙,3室2厅2卫,88.26㎡,平层,塔楼,高楼层(共25层),暂无数据,暂无,东南,钢混结构,精装,,,,交通出行：交通配套完善、出行方便、门口就是公交车总站、目前已经开通南沙61路、南沙15路、三站可达到地铁黄阁汽车城站、三站到金州站、大型广场等
蕉门河旁四房、对流户型、全屋定制、寻找有缘人,220,20151,南沙,4室2厅2卫,109.18㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,南北,钢混结构,精装,,有,,
颐德湾尚 4室2厅 南,568,39919,南沙,4室2厅2卫,142.29㎡,平层,暂无数据,中楼层(共27层),暂无数据,暂无,南,未知结构,其他,,有,,
保利央企大社区、物业管理有保障、居住环境舒适,172,16641,南沙,3室2厅2卫,103.36㎡,平层,塔楼,高楼层(共32层),暂无数据,85.99㎡,南,钢混结构,精装,,有,,
时代南湾 望海中层 证过五年 随时可看,165,17142,南沙,3室2厅1卫,96.26㎡,平层,板塔结合,低楼层(共32层),暂无数据,75.76㎡,东南,钢混结构,精装,,有,南沙湾板块、扼守狮子洋、坐拥南沙湾好看配套、环境优美植被率高、也有chao市和生鲜市场可以满足日常生活所需,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁：2.8公里到南沙客运港站（4号线起点站）公交:南沙18南沙19南沙53
十里方圆一期南向高层三房两卫现楼,173,19439,南沙,3室2厅2卫,89㎡,平层,塔楼,高楼层(共33层),暂无数据,70.6㎡,东南,钢混结构,精装,,有,悦方城已开业、就在小区门口、下楼即达、有麦当劳肯德基等配套、适宜逛街。,
时代云图 中高层 安静 望园林,145,17742,南沙,3室2厅1卫,81.73㎡,平层,塔楼,中楼层(共26层),暂无数据,暂无,北,钢混结构,精装,,有,时代云图小区旁边有板头市场、地铁4号线金州站、南沙医院、南沙区第三幼儿园。。。,
时代云图 望花园泳池 三房 高层,142.8,17473,南沙,3室1厅1卫,81.73㎡,平层,塔楼,高楼层(共26层),暂无数据,66.1㎡,北,钢混结构,其他,,有,时代云图小区旁边有板头市场、地铁4号线金州站、南沙医院、南沙区第三幼儿园。。。,
北向 家私家电齐全  三房 拎包入住  简单便捷,155,16676,南沙,3室2厅2卫,92.95㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,北,钢混结构,其他,,有,越秀·滨海新城位于金洲板块、整体规模大、总户数达7000户、是南沙居住区中宜居的生活大城。社区内配置幼儿园、生活配套完善、生活氛围好、1公里左右范围有个焦门河儿童公园。,
全新两房次新房  高楼层  视野无遮挡 采光很好,105,14471,南沙,2室2厅1卫,72.56㎡,平层,塔楼,高楼层(共34层),暂无数据,58.63㎡,东北,钢混结构,精装,,有,越秀·滨海新城位于金洲板块、整体规模大、总户数达7000户、是南沙居住区中宜居的生活大城。越秀·滨海新城是越秀地产倾力打造的又一高品质生活社区、社区内配置幼儿园、生活配套完善、生活氛围好,楼下就有两个公交车站、多个共享单车停放地点、两公里内有蕉门地铁站、金州地铁站
园林景观安静南向三房 全新未住含家私,189,21220,南沙,3室2厅2卫,89.07㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东南南,钢混结构,其他,,有,完善的配套自带悦方城永旺入驻优美的自然环境正方大山乸森林公园便捷的交通网络以及合理的户型设计成为了一个集居住JY商城于一体的综合性社区,地铁4号线黄阁站距离2公里、小区门口十里方圆公交站、方便居民通勤。距离多条地铁线路和高铁站点、如广深港高铁庆盛站、大岗南沙商务机场等、未来将进一步提升项目的交通便利性。
滨海御城看园林三房 位置安静 装修保养好,180,18439,南沙,3室2厅1卫,97.62㎡,平层,塔楼,低楼层(共32层),暂无数据,81.12㎡,东北,钢混结构,精装,,有,医院：南沙人民医院、商场：商城广场、越秀总部广场综合体、大过目前广场的2.5倍。滨海御城幼儿园、金洲地铁口、人民医院公交车站、广场公交站有到南沙各个区域,近广州地铁4号线金洲地铁口300米、南沙人民医院公交车站、商城广场
满五唯一  户型方正 中楼层 视野开阔,123,11288,南沙,3室2厅1卫,108.97㎡,平层,板塔结合,中楼层(共11层),暂无数据,暂无,北,钢混结构,精装,,有,,小区出门200米左右有公交车站、有19路、53路等可到地铁四号线金州地铁站、去往南沙客运港和广州市区
三房两卫、中高楼层、安静不对高速、看中可议,123,16242,南沙,3室2厅2卫,75.73㎡,平层,塔楼,中楼层(共26层),暂无数据,55.9㎡,西,钢混结构,其他,,,,交通配套完善、出行方便、门口就是公交车总站、目前已经开通南沙61路、南沙15路、三站可达到地铁黄阁汽车城站、三站到金州站、大型广场等
星河东悦湾一线蕉门河景125㎡四房高层诚意放盘,373,29442,南沙,4室2厅2卫,126.69㎡,平层,塔楼,高楼层(共33层),暂无数据,102.88㎡,东,钢混结构,精装,,有,,
适宜人群、配套、小区介绍、卖点、税费,160,18844,南沙,3室2厅1卫,84.91㎡,平层,塔楼,低楼层(共30层),暂无数据,暂无,东南,钢混结构,精装,,有,600米可达儿童公园、2.5公里可达广场、星河COCOPARK、蕉门公园、滨海绿道,
大岗绿庭雅苑二期中层3房、望园林、视野开阔,130,15029,南沙,3室2厅1卫,86.5㎡,平层,塔楼,中楼层(共10层),暂无数据,70.36㎡,东北,钢混结构,其他,,有,此小区位于镇政府旁边、配套完善、小区旁就有一个全民健身的场所设施、像医院、、市场、广场、银行、菜市场都一一具有,
珠江源昌花园 2室2厅 南,130,16471,南沙,2室2厅1卫,78.93㎡,平层,塔楼,中楼层(共26层),暂无数据,60.56㎡,南,钢混结构,其他,,有,,
地铁口 滨海御城高层精装三房 诚意放,220,22676,南沙,3室2厅1卫,97.02㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,北,钢混结构,精装,,有,越秀滨海御城由老品牌国企开发商越秀集团开发、地理位置优越、距离轨道交通4号线金洲站200米、小区密度低、绿化环境高达35%以上、环境清净优美、800米内有购物广场、三级医院、公园等成熟配套、居住体验好。,交通出行方便、西门100米就有公交车、约200米就有地铁站可达南沙各地、可接驳地铁18号线、庆盛高铁、国际邮轮母港。
时代南湾东南向湖景四房三卫、业主诚心卖,330,18457,南沙,4室2厅3卫,178.8㎡,平层,板塔结合,低楼层(共32层),暂无数据,暂无,东南南,钢混结构,精装,,有,,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁：2.8公里到南沙客运港站（4号线起点站）公交:南沙18南沙19南沙53
绿城柳岸晓风三房两卫、高层光线充足视野好,335,34604,南沙,3室2厅2卫,96.81㎡,平层,塔楼,中楼层(共31层),暂无数据,75.72㎡,南,钢混结构,其他,,有,,下楼100多米到达灵山岛总站、总共15路公交车一站就到横沥地铁站。去市区上班通勤很方便
珺城南北对流 楼栋在小区中间位置 视野开阔 采光充足,240,19402,南沙,3室1厅2卫,123.7㎡,平层,塔楼,中楼层(共26层),暂无数据,暂无,南北,钢混结构,精装,,有,楼下就有钱大妈、美宜佳、小型肉菜市场、药店、餐厅、1500米到达南沙医院！,门口就有公交车、可以到达南沙各地、东门600米到达飞沙角地铁口、5个站到达庆盛高铁站！
南沙湾东苑4房2厅、户型方正、采光通透、带地下室,546,35696,南沙,4室2厅2卫,152.96㎡,平层,板塔结合,低楼层(共7层),暂无数据,125.18㎡,南,钢混结构,其他,,有,配套完善、又地铁站、游轮码头已经运营、南沙客运港等到、交通方便、还有公交站等等,
海语一期南向、位置安静、视野开阔、全新没住。,341,26455,南沙,4室2厅2卫,128.9㎡,平层,塔楼,低楼层(共35层),暂无数据,103.62㎡,东南,钢混结构,精装,,有,小区门口有公交车站、1个站就可以到地鉄口、交通便利；在小区前面有蕉门河公园、出去就是环宇城、购物逛街很方便、小区门口有幼儿园。,
华师地铁大阳台通风采光过五唯一急卖,168,13916,南沙,3室1厅2卫,120.73㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,南,钢混结构,其他,,有,南沙客运港地铁口900米可达、大门口南18路和南53路、邮轮母港可直达东南亚日本旅游、交通配套方便、出行容易,地下车库车位充足、近地铁站公交站、去市区以及南沙各个地方都可以、门口是客运港每天有船往返香港、去东莞深圳方便
南沙区榄核镇凯德新玥花园经典四房,146,12229,南沙,4室2厅2卫,119.39㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,南,钢混结构,毛坯,,有,医院：距离小区1.4公里有榄核人民医院、距离小区1公里有榄核医院榄核村卫生服务站。商场：小区出去156米新玥城市广场、588米佳乐烟酒商行、986米天汇货（榄核店）。,公交站点：民生桥北站途径线路：番102路;番103路;番130路;广番108路通往3号线番禺广场地铁站、市桥的公交线路
此房满五、税费少、视野开阔、采光充足、配套设施齐全,130,14797,南沙,3室2厅1卫,87.86㎡,平层,塔楼,中楼层(共18层),暂无数据,72.63㎡,南北,钢混结构,精装,,有,内有豪庭幼园邻近金隆小小朋友上课方便、楼下就有购物市场、600米内还有大型菜市场生活配套十分便利,
南北对流（越秀.滨海新城）4房2卫,185,17043,南沙,4室2厅2卫,108.55㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,东南,钢混结构,其他,,有,小区环境优美、有儿童游玩场地、泳池、跑道、老人健身器材、还有年轻人的体育公园、有篮球场足球场羽毛球场乒乓球桌等多种运动设施.,楼下就有两个公交车站、多个共享单车停放地点、两公里内有蕉门地铁站、金州地铁站
沿江楼盘、一级物业、大社区楼下商场、入住率高,125,14163,南沙,3室2厅2卫,88.26㎡,平层,塔楼,低楼层(共25层),暂无数据,暂无,南,钢混结构,其他,,,,交通配套完善、出行方便、门口就是公交车总站、目前已经开通南沙61路、南沙15路、三站可达到地铁黄阁汽车城站、三站到金州站、大型广场等
安静舒适小两房、适合刚需上车、空置随时方便看房,93,14669,南沙,2室1厅1卫,63.4㎡,平层,塔楼,中楼层(共34层),暂无数据,暂无,南北,钢混结构,其他,,有,本小区属于金州商圈:出门就是9年Shu包金沙学*、小区门口有公交车站、4个站就可以到地鉄口交通便利,
滨海珺城安静望园林四房、保养新净满五年唯一税少,308,22453,南沙,4室1厅2卫,137.18㎡,平层,塔楼,高楼层(共26层),暂无数据,暂无,南,钢混结构,简装,,有,楼下就有钱大妈、美宜佳、小型肉菜市场、药店、餐厅、1500米到达南沙医院！,门口就有公交车站、可以到达南沙各地、500米到达飞沙角地铁口、5个站到达庆盛高铁站、可以到达全国各地！
产权清晰、小区人车分流、环境优美,150,17438,南沙,2室2厅1卫,86.02㎡,平层,板塔结合,高楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,有,配套齐全、金洲菜市场、华汇广场、金洲街、大型广场、去地铁站只需要两公里,出小区门口步行200米有公交站、接驳直达地铁站、庆盛高铁站。
南北双阳台、对流高楼层、视野开阔 诚意出手！,298,21147,南沙,4室2厅2卫,140.92㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,南,钢混结构,其他,,有,小区的西大门对着莲溪村、餐饮较多、里面有购物场所买菜方便、莲溪村里有古建筑、荷花池等观赏地、假日期间可以往里面走走,
南向江景 户型格局好 采光通风 视野开阔,254,22552,南沙,4室2厅2卫,112.63㎡,平层,塔楼,中楼层(共31层),暂无数据,89.56㎡,南北,钢混结构,精装,,有,,
中铁海语熙岸 三房望花园安静 业主急 看房方便,208,22750,南沙,3室2厅1卫,91.43㎡,平层,暂无数据,低楼层(共29层),暂无数据,暂无,北,钢混结构,简装,,,,小区有一期凤凰大道有公交站、南沙20、31、5、G5、G4线停靠南门站；南沙12、53、南B1线停靠北门站、交通方便。坐公交车一站就能到达蕉门地铁站、2站能到横沥地铁站
诚意放卖南沙碧桂园 倚荔轩 证满五少税 看房随时约,203,18467,南沙,3室2厅1卫,109.93㎡,平层,板塔结合,中楼层(共18层),暂无数据,暂无,南北,钢混结构,精装,,有,,小区出门50米左右有公交站、有19路、53路等、可到地铁4号线金州站蕉门地铁站、去往南沙客运港和广州市区。门口公交可接驳18号线横沥地铁站未来规划15号线环岛线。
龙光大4房 南北对流双阳台户型,318,22653,南沙,4室2厅2卫,140.38㎡,平层,塔楼,中楼层(共18层),暂无数据,115.65㎡,东南,钢混结构,精装,,有,,小区东南门设有龙光棕榈水岸公交站、距离蕉门地铁口一公里以内。门口就有公交站到达蕉门地铁站、金州地铁站、近达广场和南沙区政府
悦海南北双阳台、毛坯大3+1房、随时可以看房,156,12835,南沙,3室2厅2卫,121.55㎡,平层,塔楼,高楼层(共18层),暂无数据,99.61㎡,东南东北,钢混结构,其他,,有,小区旁钱大妈、美宜佳、鹿颈村市场、公交站、客运港地铁站、南沙客运港、邮轮母港、南沙天后宫旅游景点,小区旁边就是公交站、步行500米可到南沙客运港地铁站、距离南沙邮轮母港800米
金州地铁口、南向舒适两房！拎包入住！,136,17376,南沙,2室2厅1卫,78.27㎡,平层,塔楼,低楼层(共30层),暂无数据,60.78㎡,南,钢混结构,精装,,有,,交通便利、出门就是地铁金州站、另有多路公交车站点设置在家门口、3公里内还有18号高速地铁、1公里内有南沙汽国客运站、可通往珠三角各个城的的直线大巴、一个小时内可达14个城市
万科府前一号 4室2厅 南 北,310,21567,南沙,4室2厅2卫,143.74㎡,平层,板楼,高楼层(共18层),暂无数据,117.14㎡,南北,钢混结构,其他,,有,,
