标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
华农大新推框架一室一厅、望湖景、户型实用！诚心卖,220,51949,天河,1室1厅1卫,42.35㎡,平层,板楼,中楼层(共5层),暂无数据,38.26㎡,南北,钢混结构,其他,,,校园内有旁边有东江渔村饭店生活配套有菜市场便利店面包店银行ATM华农绿榕园饭堂有球场网球场田家炳运动场等等交通配套有电力便捷车绿色摩拜车,
中海璟晖华庭 4室1厅 东,3300,159259,天河,4室1厅2卫,207.21㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,东,钢混结构,精装,,有,,
采光好 户型实用率高 安静近地铁 、交通便利、精装修,240,30636,天河,3室1厅1卫,78.34㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,配套完善、有菜市场、公交BRT、有海底捞、星巴克、优衣库、健身房、电影院、银行、餐饮、乐都汇大型购物广场等等都在生活圈内。,出门50米就是东圃客运站！小区介于珠村与黄村中间、有B3、B7等多条公交线路。有便民车接驳4号线黄村站。同时旁边还有穗莞深城际的奥体站。近珠村BRT站、珠村地铁站500米、近广园快速路、环城快速路入口、交通网络四通八达、无论是坐车还是自驾都十分方便。
伟伦体校宿舍 2室1厅 南,238,33522,天河,2室1厅1卫,71㎡,平层,平房,中楼层(共9层),暂无数据,64㎡,南,钢混结构,简装,,有,,
汇峰园高层两房业主诚意出看房方便,640,83150,天河,2室1厅1卫,76.97㎡,平层,塔楼,中楼层(共43层),暂无数据,56.02㎡,北,钢混结构,简装,,有,,地铁5号线猎德站、门口多条公交线路、igc商场花城广场、图书馆、珠江公园
珠江新城精装一房一厅、配套成熟、邻赛马场未来可期,248,37406,天河,1室1厅1卫,66.3㎡,平层,塔楼,高楼层(共33层),暂无数据,52.65㎡,西北,钢混结构,精装,,有,商场：太阳新天地、珠光壹坊医院：三甲标准的华侨医院银行：中国银行、建设银行、农业银行等公园：天河公园、珠江公园都在旁边运动：马场里面有高尔夫、足球、篮球、羽毛球、兵乓球等；交通：在用5号线潭村地铁站、门口在建13号线马场跟白马岗地铁站。,5号线潭村地铁站在用、在建13号线二期马场站跟白马岗站、预计今年年底开通；小区东门有华侨医院公交站、30多条号线、直通各个板块。
棠东 棠下 小户型 南向 高层 安静不吵 满五,88,21627,天河,1室1厅1卫,40.69㎡,暂无数据,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,简装,,,商场：好又多、华润、礼加诚龙盛购物、惠家电影院：哈艺、龙影医院：棠德社区医疗门诊部、家家乐医院、便利店,小区门口是棠德南路、连接科韵路和车陂路；公交：棠下小区总站、813总站、多线公交、BRT。距离科韵路公交站1.2公里、距离科韵路地铁1.5公里、距离车陂地铁和车陂公交站1.7公里（来自高德地图）。
次新小区、精装2房、 南向 绿化好宜居 交通便利,360,47170,天河,2室2厅1卫,76.32㎡,平层,塔楼,高楼层(共12层),暂无数据,暂无,南,钢混结构,精装,,有,未来ing综合体、广州医科大学中医医院、天健汇（华见）天河城、迪卡侬运动、欧尚大型、西蒙、大地数字影院、小Q儿童城及大型泳乐场、苏宁电器、华润、卜峰莲花。,公交：764路、40路、408路、764路广氮花园总站、广氮花园南、BRT多条线路通往5号线车陂南站、4号线车陂。距离已开通的地铁4号线黄村站1660米、棠东站21号线
急卖、使用率高、高层南向、光线好、带25方私家露台,490,48172,天河,3室2厅2卫,101.72㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,南,钢混结构,其他,,有,小区交通方便门口有20多条公交路线、步行1.2公里可到梅花园3号地铁线、小区路口桥底有大型鱼肉菜市场生活便利、往北400米有大型的金茂商*业广场、距离小区3公里有三甲医院南方医院。配套齐全。,
体育西 三房两卫 楼龄新小区管理好 使用率高诚心出手,780,78788,天河,3室2厅2卫,99㎡,平层,板塔结合,中楼层(共29层),暂无数据,暂无,东北,钢混结构,简装,,有,地处体育西路、繁华地段、楼下就是公车站、地铁站、与天河北相邻、交通十分便利、环境清幽、旁边有大型chao市、购物商场(天河城、购书、正佳广场等)、一个理想的居住环境,小区门口就是维多利亚公交车站78号、步行400米到APM林和西站、地铁3号线林和西站
高层无遮挡 视野开阔 封窗隔音好 户型方正 诚意出,382,48900,天河,3室2厅1卫,78.12㎡,平层,塔楼,高楼层(共21层),暂无数据,暂无,东北,钢混结构,其他,,有,河区新塘街社区卫生服务新塘社区医院、科汇广场、优托邦、火炉山公园、天河智慧城、天河国际生态区,出行便利公交可到达奥体、珠江新城、地铁21号线大观南路站已通车、坐地铁去往珠江新城只需要6站。
珠江新城后花园 电梯小高层 方正三房 大院管理,430,51270,天河,3室1厅1卫,83.87㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,东西,钢混结构,精装,,有,商场：天河城、天环广场、维多利广场、时尚天河、广州体育馆等等。银行：中国银行、农业银行、工商银行、建设银行。其他：体育西菜市场‘、杨箕菜市场,地铁：1号线、3号线、3号延长线、18号线、APM线BIT：B1、B2、B4、B4A等等公交站：天河城站、体育西站、黄埔大道西站等等
君玥公馆 实用东向四房 安静舒适 DI铁就在旁,1800,128471,天河,4室2厅2卫,140.11㎡,平层,塔楼,中楼层(共30层),暂无数据,暂无,东南南北,钢混结构,其他,,有,花城广场/花城汇美食街、维家思广场、美居银行：建设银行星汇园支行、上海浦东发展银行、中国家业银行广州市黄埔大道支行、招商银行珠江新城支行、中信实业银行广州分行天河支行、农业银行大厦医院：妇女儿童医疗保健、海心沙,距离地铁珠江新城站50米、3号线和5号线交汇、门口有多条公交线路到达各个区域。
业主诚心卖 随时可看房 大胆谈 祝成交,598,55561,天河,4室2厅2卫,107.63㎡,平层,塔楼,低楼层(共21层),暂无数据,暂无,南,钢混结构,其他,,有,配套：河区新塘街社区卫生服务新塘社区医院、科汇广场、优托邦、火炉山公园、天河智慧城、天河国际生态区,交通出行：出行便利公交可到达奥体、珠江新城、地铁21号线大观南路站已通车、坐地铁去往珠江新城只需要6站。
天河北 大院管理社区 加装电梯四房 户型方正实用,458,48854,天河,4室2厅2卫,93.75㎡,平层,塔楼,中楼层(共8层),暂无数据,84.7㎡,东北,钢混结构,其他,,有,商：时代广场、冰花酒店、索菲特酒店维多利广场、天河城等交通：门口即是天河北路公交车站、停靠站台选择多医院：广州现代医院、广州仁爱医院等生活：东风公园等。。。,
华南理工大学X园内 一梯两户 电梯高层 四房两卫,600,73521,天河,4室2厅2卫,81.61㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,南,钢混结构,其他,,,南秀村是华工大型小区之一、共49栋楼、位于华工的西南部南秀村近菜市场、新游泳馆、饭堂、公交始发站、很有生活人文气息、生活配套又齐全、比较方便安静宜居户型介绍：房子框架结构、、南北对..,
南天广场 3室2厅 南,520,49976,天河,3室2厅1卫,104.05㎡,平层,塔楼,中楼层(共33层),暂无数据,86.76㎡,南,钢混结构,简装,,有,,
新鲜出炉的校长楼、满五唯一、南北对流,1300,97379,天河,4室2厅2卫,133.5㎡,平层,塔楼,高楼层(共9层),暂无数据,120.22㎡,南北,钢混结构,简装,,有,,小区有校园公交接驳地铁口、3号线五山站距离800米公交华工大正门公交站有41路、218路、197路、775路、405路、20路B10路、78路、78A路高峰快线32路夜23路和夜53路
珠江新城东区  电梯2房 商圈配套齐全,340,52108,天河,2室1厅1卫,65.25㎡,平层,塔楼,低楼层(共20层),暂无数据,52.17㎡,南北,钢混结构,简装,,有,距离小区不到10米的地方就有市场、以及餐饮店、生活便利。不到20米即可抵达广粤天地商圈、尽享各国美食、还有唐宁书店围绕着、让身心皆有处可安放。还有临江绿道以及珠江公园、舒适宜居。,交通便利、20多条公交线交汇、华南快速干线黄埔大道西出入口、地铁五号线赛潭村站C口。
嘉逸花园电梯三房、户型方正、通风采光好,270,28840,天河,3室1厅1卫,93.62㎡,平层,塔楼,低楼层(共26层),暂无数据,72.94㎡,东东南,钢混结构,简装,,有,商场：沃尔玛天一新村菜市场医院：广东燕岭医院南方分院、武警医院、长兴人民医院银行：中国工商银行、广东南粤银行、中国农业银行饮食：茶楼、麦当劳娱乐：电影院,小区出门350米有东莞庄路南站、公交有138、27、400等发车、可接驳到1号线、3号线广州火车东交站只需3个公交站、出行便利
峻林 3室2厅 北,1550,111632,天河,3室2厅2卫,138.85㎡,平层,板塔结合,低楼层(共38层),暂无数据,暂无,北,钢混结构,精装,,有,,
华景新城瑞景楼 2室1厅 北,270,40072,天河,2室1厅1卫,67.38㎡,平层,塔楼,中楼层(共9层),暂无数据,60.68㎡,北,钢混结构,简装,,有,,
交通便利、电梯单边两房、采光朝向好、户型方正,176,29169,天河,2室1厅1卫,60.34㎡,平层,塔楼,中楼层(共10层),暂无数据,53.61㎡,东南南,钢混结构,其他,,有,电影院：哈艺、龙影。公园：同心公园、天河公园。市场：棠德综合市场、东南新街市。银行：工商、邮政、建设、农业、中国银行。商场：沃尔玛、卜蜂莲花、天河城*货、优托邦、乐易购、正大优选。医院：社区门诊部、家家乐医院、南方医科大学第三附属医院,小区有两个公交总站、地铁21号线棠东站、自驾、科韵路、广园快速、车陂路、出行便利。
时尚明苑 新装修南向三房 全屋智能家私电器,450,51689,天河,3室2厅1卫,87.06㎡,平层,塔楼,中楼层(共15层),暂无数据,暂无,南,钢混结构,精装,,有,商场：天河购物广场、好又多、易初莲花、东圃购物广场、医院：家家乐医院、红十字会医院邮局：东圃邮局、天朗明居邮局银行：农业银行、建设银行、工商银行、中国银行、招商银行、交通银行其他：天河公园、航天奇观,中山大道中交通便利、四通八达、出行有地铁、公交、去琶洲和珠江新城都很方便、公交：B1路、B2A路、B3路、B4路、B4B路、B5路、B6路、B7路、B15路、B16路、B17路、B18路、B19路、B20路、B27路地铁：4号线车陂站
体育西 聚侨苑封闭式小区 户型方正实用 精装修,310,44097,天河,2室1厅1卫,70.3㎡,平层,塔楼,低楼层(共10层),暂无数据,暂无,东,钢混结构,精装,,有,商场：正佳广场、天河城、天环广场、维多利广场等等公园：体育馆、花城汇、海心沙公园等等医院：中山三院、广州妇幼儿童保健院、12人民医院,地铁：体育西站1号线、3号线、3号延长线公交站：体育西路站、人民日报社站、体育馆站、天河邮局站等等
天河北新鸿基峻林 改善置换 三房两卫 望花园景观宜人,1580,113213,天河,3室2厅2卫,139.56㎡,平层,板塔结合,低楼层(共33层),暂无数据,107.83㎡,北,钢混结构,其他,,有,,该小区位于广州东站地铁300米、走路3分、钟即可到达地铁站、1号线、3号线广州东站、3号线、AMP线林和西站数十条公交线总站
天誉华庭2-1-1-1 92.14m²方正两房,598,64902,天河,2室1厅1卫,92.14㎡,平层,板塔结合,中楼层(共28层),暂无数据,暂无,北,钢混结构,简装,,有,此房位于天河北中间位置地理位置良好800米处是耀和商城盒马邻近jc生活广场华润空间较大适合家庭自住.,交通很方便小区楼下走到岗顶BRT公交站B20B3B8B6B7B1等多线路公交站地铁岗顶1号线和3号线以及天河北路在建11号地铁
金融城次新房、精装修五房保养新、户型好、安静靠花园,1350,74586,天河,5室1厅3卫,181㎡,平层,塔楼,低楼层(共12层),暂无数据,暂无,北,钢混结构,其他,,有,,广园快速、环城高速、黄埔大道、中山大道、门口100米即为广氢花园站(始发站)、交通方便、自驾车也不用堵车
军区大院管理、高楼层、户型方正、够5年唯一、税费少,360,39666,天河,2室1厅1卫,90.76㎡,平层,板楼,高楼层(共27层),暂无数据,暂无,南北,钢混结构,其他,,有,,
美林海岸 高层 三房两卫 南北对流 通风采光好,710,67223,天河,3室2厅2卫,105.62㎡,平层,塔楼,高楼层(共12层),暂无数据,暂无,南北,钢混结构,简装,,有,小区内自带会所、泳池、网球场、儿童游乐场、小区北门和东门都有各种生鲜水果便利店餐饮店蛋糕店等。北门有公交总站、最近地铁是科韵路地铁口、旁边有麦当劳、麦德龙购物商场。,美林海岸花园位于广州新城中轴线及珠江新城、琶洲、天河东三大热点板块的交汇处、也是在员村四横路、旁边是红砖厂、与琶洲会展一江之隔、是天河大型水景园林和一线江景的休闲生活社区。小区分3期开发、11个区、3113户。园林式小区、环境优美、居住体验舒适
机施大院高楼层两房可以上天台三面采光,200,34247,天河,2室1厅1卫,58.4㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,,沙河顶地铁口步行400米、建设银行、酒店、沙河顶菜市场.龙岗路菜市场、幼儿园、医疗：白云区医院、社区卫生服务,地铁：6号线沙河顶站、5号线动物园站、公交车:水荫路(总站)、动物园南门总站、水荫横路口、锦城花园(东风东路)总站、途径线路包括137路、185路、189路、191路、192路、199路、204路、209路、210路、221路、路等
华景新城两房、户型方正、实用率高,268,34657,天河,2室1厅1卫,77.33㎡,平层,塔楼,中楼层(共9层),暂无数据,73.18㎡,北,钢混结构,精装,,,,
乐意居二期 中层电梯两房 装修保养好、位置安静,195,30196,天河,2室1厅1卫,64.58㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,东北,钢混结构,其他,,有,北到龙洞、南到五山、东到岑村、西到沙太。东门有乐意居总站、中科院化学所、中科院植物所、有色院等。南门有伟伦体校、伟伦体校公交站。西南门有农行、邮政、长兴里商场等。西门有长湴市场。三公里内有华农、华工、长湴公园、优托邦、天河客运站,小区旁有伟伦体校公交站、乐意居总站等；步行1.2功里可到达天河客运站C出口、出行方便；珠江新城、五山、以及长兴等上班的较好选择
地铁口物业 二期南向看小区 楼层采光好、业主诚心卖,600,48124,天河,3室2厅2卫,124.68㎡,平层,塔楼,中楼层(共18层),暂无数据,100.14㎡,东南,钢混结构,其他,,有,,
电梯小高层 大型花园 低总jia改善三房,458,48425,天河,3室2厅2卫,94.58㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南北,钢混结构,其他,,有,小区就有个小型公园、完全可满足老人小孩日常锻炼玩耍需求。距离地铁口公交车站菜市场等步行300M、距离医院步行900米。,
房子保养的很好、可以领包入住、电梯在加装中。,199,25969,天河,3室1厅1卫,76.63㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,东南,钢混结构,其他,,,有欢喜商场等多间商场；四大银行中国银行、建设银行、农业银行等银行都近、楼下就有钱大妈菜市场、金燕菜市场等市场、生活很便利。交通出行：门口瑞心苑公交站100米、有10、54、503、B11、89路；距离燕塘3、6号双地铁700米、交通便,门口公交站100米、有10、54、503、B11、89路；距离燕塘3、6号双地铁700米、交通便利地铁3号线6号线
信成小区 3室1厅 南,488,54783,天河,3室1厅1卫,89.08㎡,平层,塔楼,中楼层(共7层),暂无数据,暂无,南,钢混结构,其他,,,,
小区环境好、生活配套完善、中层安静 小区位置好,121,38123,天河,1室1厅1卫,31.74㎡,平层,塔楼,中楼层(共7层),暂无数据,27.87㎡,北,钢混结构,其他,,,生活配套齐全、大门口就是美食一条街。最近的潭村地铁站步行800米左右、最近的医院是中山六院、步行1000米左右,5号线员村站、5号线潭村站、21号线天河公园站、家乐福、天河都市广场、医院有：华侨医院、中山六院。银行有中国人民银行、建设银行、农业银行、工商银行
小区环境还行、生活配套完善、中层安静 小区位置好,89,38100,天河,1室1厅1卫,23.36㎡,平层,塔楼,中楼层(共7层),暂无数据,20.51㎡,西,钢混结构,其他,,,生活配套齐全、大门口就是美食一条街。最近的潭村地铁站步行800米左右、最近的医院是中山六院、步行1000米左右,5号线员村站、5号线潭村站、21号线天河公园站、家乐福、天河都市广场、医院有：华侨医院、中山六院。银行有中国人民银行、建设银行、农业银行、工商银行
华景大四房 方正南向通透 诚心买 可聊,468,38220,天河,4室2厅2卫,122.45㎡,平层,塔楼,高楼层(共9层),暂无数据,108.99㎡,东南,钢混结构,其他,,,天河公园、喜士多、肯德基、星巴克、四大银行、多家饭店、交通生活便利,有华景新城BRT、有华景新城总站、130路、191路、194路、293路、B9路等多条公交线路、公交3站到华师地铁口
方正实用、交通便利、刚需上车、税费少,160,22260,天河,2室1厅1卫,71.88㎡,平层,塔楼,中楼层(共6层),暂无数据,暂无,南,钢混结构,简装,,,现代医院、南方医科大学白云分院、希尔顿大酒店、沙河宾馆、麦当劳、建设银行,交通位置便利、小区在沙河服装市场中间、离沙河地铁口200米、步行距离近。临街就有公交站。小区离越秀比较近、电瓶车可直达就可以到林和。购物、生活、医疗等各个配套一应俱全
天河北二手房 天誉花园电梯四房 100多个装修 拎包入住,938,65728,天河,3室2厅2卫,142.71㎡,平层,板塔结合,高楼层(共31层),暂无数据,暂无,北,钢混结构,精装,,有,小区下楼就有四条地铁线、1号3号11号18号线、天河体育馆也在旁边、永旺东方宝泰,
实用两房 过五不唯一 产权清晰 交易方便,450,50648,天河,2室2厅1卫,88.85㎡,平层,塔楼,高楼层(共33层),暂无数据,暂无,南,钢混结构,精装,,有,高德置地购物广场、永旺、花城汇、花城广场、国金天地广州友谊商店、华润、美宜佳、中国银行、中国农业银行、中国建设银行、中国工商银行、渔民新村、点都德、山泉公馆、广州图书馆、少年宫、省博物馆、海心沙公园。,步行500米可到达地铁三号线和五号线的交汇站珠江新城站、步行300米可到达地铁五号线五羊邨站。
金融城南向三房 税费低 南向户型漂亮,478,59225,天河,3室2厅1卫,80.71㎡,平层,塔楼,中楼层(共11层),暂无数据,65.63㎡,南,钢混结构,其他,,有,卜蜂莲花沃尔玛BRT天朗明居站家家乐医院站地铁4号线车陂站、21号线棠东站、5号线车陂南站广园快速路家家乐康复医院暨南大学附属医院东圃院区中国工商银行中国建设银行广州国际金融城生鲜市场众多配套齐全,家家乐医院站天朗明居站车陂站、21号线棠东站地铁4号线车陂站、5号线车陂南站广园快速路。408A路、496路、506路、547路、813路B21路B8路B16路B17路B1路B20路B22路B27路B2A路B2路B3C路B3路等公交线路
南国花园 5室2厅 南,2200,118414,天河,5室2厅2卫,185.79㎡,平层,塔楼,中楼层(共27层),暂无数据,185.79㎡,南,钢混结构,精装,,有,,
中怡城市花园 2室1厅 西南,460,65277,天河,2室1厅1卫,70.47㎡,平层,塔楼,低楼层(共30层),暂无数据,56.33㎡,西南,钢混结构,简装,,有,,
南向东边位三房两卫 中高层自住保养好,650,68163,天河,3室2厅2卫,95.36㎡,平层,板塔结合,高楼层(共27层),暂无数据,暂无,南,钢混结构,其他,,有,坐落在奥体板块、邻近广东奥体和广州世界大观、是天河国际社区居住项目。牛奶厂板块位位于广州东进的重要战略位置上、西南边有金融城、琶洲、珠江新城等商圈、北边靠科学城、总体位置优越。,本小区出门便是悦景路、往东南向是科珠路、可步行到公交车站悦景路东站和科珠路南站、搭乘490路364路495路581路945路高峰快线65路。小区距离广州地铁21号线.4号线黄村站路程大约3公里、北边有广深高速、西边有环城高速、南边为广园快速路、畅达各区。
全新未住、东南靓向、视野开阔、天河公园一览无遗,2700,135203,天河,4室2厅3卫,199.7㎡,平层,板楼,中楼层(共29层),暂无数据,151.62㎡,东南,钢混结构,精装,,有,,地铁天河公园站步行距离180米bai度地图数据公交天府站194路239路293路771路B11路B8路夜36路天河公园站194路239路B11路B8路夜36路行车主干道黄埔大道中山大道华南快速干线
怡侨大厦 装修好 总额低  业主诚心出 小三房,338,47399,天河,3室1厅1卫,71.31㎡,平层,板塔结合,高楼层(共25层),暂无数据,暂无,西北,钢混结构,精装,,有,,楼下100米天河北公交站停车线路有：B19、302A路、302路；地铁400米有：3号线支线广州东站、3号线支线林和西站、3号线北延线广州东站、1号线广州东站
迎翠春庭 1室0厅 西南,59,35500,天河,1室0厅1卫,16.62㎡,平层,塔楼,中楼层(共9层),暂无数据,13.7㎡,西南,钢混结构,简装,,有,,
体育西 天盛大厦 正佳东南们 视野开阔无遮挡,480,49587,天河,2室1厅1卫,96.8㎡,平层,塔楼,高楼层(共22层),暂无数据,83.27㎡,东,钢混结构,精装,,有,商场：正佳广场、天河城、天环广场、太古汇、时尚天河公园：花城汇广场、海心沙公园、珠江公园、广州体育馆银行：中国银行、农业银行、工商银行、建设银行等等,地铁：体育西路地铁站1号线、3号线、3号延长线、冼村站：18号线、13号线公交站：天河邮局站、石牌桥站、冼村站、人民日报社站、体育西路站
龙口茜 天河东路小区 精装2房改4房 电梯安静望花园,268,37620,天河,4室1厅1卫,71.24㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,北,钢混结构,简装,,有,太古汇商城、天娱广场、体育运动场。有24时便利店、24时银行网点（中国工商银行、中国民生银行）、有多间餐馆,距石牌桥地铁站300米（数据来自地图）、公交车站有公交：883路、813路、B16路、32路、、560路、133路、78路
美林海岸 江景高楼层五房 视野开阔无遮挡 采光通风好,1600,91986,天河,5室2厅2卫,173.94㎡,平层,塔楼,高楼层(共32层),暂无数据,104.96㎡,南,钢混结构,其他,,有,,小区北门距离135米是公交总站、有B11路、243路；距离小区北门334米琶洲大桥北站、有23路、43路、227路、261路、298路；距离小区北门高德地图890m是地铁5号线科韵路站
华景里小区、2014年次新楼、高层纯南朝向、安静阳光好,1500,107143,天河,3室1厅2卫,140㎡,平层,塔楼,高楼层(共29层),暂无数据,111.74㎡,南,钢混结构,其他,,有,公园：天河公园；购物及美食：华润、喜士多、肯德基、星巴克、便利店、华景路及华景北路均有临街商铺；医疗：南方医科大学附属第三医院等；银行：四大银行（工商银行、建设银行、农业银行、中国银行）ATM及柜台,小区北面500米就是华景新城的公交总站、线路有293、194、B9、130、191、距离小区南面900米是上社BRT、有20条公交车路线经过、可去到广州的各个地方、可坐191或者130只需3个站就到地铁三号线华师站。
准电梯全明两房 高层精装修 视野通风好,239,36478,天河,2室1厅1卫,65.52㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,,距离燕塘地铁700米、金燕市场350米、燕岭医院600米、公交站燕岭大厦站450米（公交有54、89、503、B11、夜10路）
天诚广场 东向厅出阳台大两房 采光视野好,399,56846,天河,2室2厅1卫,70.19㎡,平层,塔楼,中楼层(共31层),暂无数据,57.5㎡,东,钢混结构,精装,,有,菜市场国六宝综合菜市场农垦肉类菜市场银行xiehe新世界楼下有招生银行工商银行小区楼下有兴业银行,龙口东公交站天润路公交站地铁站：3号线华师地铁站岗顶地铁站、11号线天河东站
金融城双地铁 宝兴翠园大三房 精装修保养好 厨卫全明,870,65340,天河,3室2厅2卫,133.15㎡,平层,塔楼,低楼层(共26层),暂无数据,105.88㎡,南,钢混结构,其他,,有,房子金融城、有5号线三溪站和13号线珠村站、有宜家、居然之家、华润、美林商城、山姆会员店、比较好的位置、大型菜市场、和杨桃公园。适宜居住。,邻近、13号线珠村地铁口、5号线三溪地铁站、珠村BRT、杨桃公园公交总站、停车位充足
楼层好采光好、视野宽阔、装修好。,980,70555,天河,4室2厅2卫,138.9㎡,平层,板塔结合,高楼层(共33层),暂无数据,暂无,南,钢混结构,其他,,有,坐落在奥体板块、邻近广东奥体和广州世界大观、是天河国际社区居住项目之一。牛奶厂板块位位于广州东进的重要战略位置上、西南边有金融城、琶洲、珠江新城等商圈、北边靠科学城、总体位置优越,
易通大厦 珠江新城旁 明火1房 近暨大和华侨医院,180,38055,天河,1室0厅1卫,47.3㎡,平层,塔楼,中楼层(共29层),暂无数据,34.08㎡,南,钢混结构,简装,,有,南大学约0.57公里、天河城正佳广场约3公里、珠江公园约0.70公里、华侨医院约0.8公里、天河公园约2公里、琶洲展馆约4公里、小蛮腰广州电视塔约4公里、珠江新城约1.79公里。银行：工商银行、农业银行、建设银行、交通很行、华夏银行。,交通状况：公交站点国防大厦站；地铁3号线岗顶站D出口步行900米
中楼层、装修新净、保养好、靠内街安静、带5000租约,300,78268,天河,1室0厅1卫,38.33㎡,暂无数据,板塔结合,中楼层(共29层),暂无数据,30.83㎡,北,钢混结构,精装,,有,,天河路、黄埔大道西、广州大道中路主干道、体育西路地铁口、天河城BRT、维多利广场、时代广场、广州大道中公交车站
安静望花园、格局方正大户型、生活配套齐全,460,42206,天河,3室2厅2卫,108.99㎡,平层,塔楼,低楼层(共18层),暂无数据,89.46㎡,北,钢混结构,简装,,有,1.小区配套设施齐全、有便利商场、水果店、银行、邮局、社区医院、便利；2.小区环境好、1.5公里内有杨桃公园、七巧公园、环境绿化程度高、空气清新；3.门口就是大型购物广场、漫广场、华润、乐都汇大型购物广场等。,门口就是珠村BRT、在建13号线珠村地铁站（预计明年年底开通）300米、5号线三溪站1.7公里。楼下汇彩路2公里内可以联通黄埔大道、中山大道、以及广园快速!
此房过五年唯一、户型方正、可拎包入住,138,36479,天河,1室1厅1卫,37.83㎡,平层,塔楼,中楼层(共12层),暂无数据,32㎡,北,钢混结构,精装,,有,小区自带幼儿园、距离杨桃公园500米、中山大道黄村BRT500米、离13号线二期珠村站800米、5号线三溪站1公里、旁边有天河山姆会员店、美林天地、宜家等一应俱全！,
金融城板块、中兴二期、楼龄新、近地铁、南向两房！,380,46308,天河,2室1厅1卫,82.06㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,南,钢混结构,其他,,有,小区门口有华润集团的欢乐颂商场、有便名车接驳到三溪美林天地、山姆会员、宜家家居、居然之家、旁边有杨桃公园、肯德基、麦当劳都紧挨着小区两边。天河城、漫广场都是在1.5公里范围内生活方便！,BRT快速公交:B1路、B17路、B27路、B5路、B6路、B2A路、B15路、B16路珠村地铁、5号线三溪站1.3公里、小区门口有便民车接驳、楼下是13号线珠村站。有中山大道经汇彩路链接黄埔大道、交通方便出行。
珠江新城 跑马场商圈精装两居室 东西对流 采光通风好,470,63003,天河,2室1厅1卫,74.6㎡,平层,塔楼,中楼层(共33层),暂无数据,59.25㎡,东,钢混结构,其他,,有,赛马场美食城、太阳新天地购物广、家乐福、天河公园、华侨医院、自带公立幼儿园、旁边还有蓝球场、电动洗车充电站。5号线潭村地铁站、在建的13号线马场站和白马岗站、华侨医院公交站、30多条号线,
天河北 豪景花园 双阳台景观好看白云山 视野开阔,230,32150,天河,2室1厅1卫,71.54㎡,平层,塔楼,高楼层(共19层),暂无数据,暂无,西,钢混结构,其他,,有,,
天河次新房高楼层、视野开阔无遮挡、可望华工风景好,580,69122,天河,2室1厅1卫,83.91㎡,平层,板塔结合,中楼层(共34层),暂无数据,暂无,西南,钢混结构,精装,,有,商场：沃尔玛商场、笙活里购物广场、飞影国际电影城等、医院：广东燕岭医院、武警3甲医院等。银行：中国工商银行、广州银行、中国银行中国农业银行等。饮食：海银海记、湛江鸡、清新鸡、夜烧烤、火锅、味道十八、鸿德酒店等。,小区出门口右转80米有五所社区站、左转200米就是九洲文化家园站公交站、300米有春晖苑站、出行有多条公交路线可供选择。
天河北 侨林苑三房两卫 厅出阳台安静采光好、看房方便,728,68044,天河,3室2厅2卫,106.99㎡,平层,板塔结合,中楼层(共19层),暂无数据,88.8㎡,东北,钢混结构,其他,,有,医院：天河妇幼医院、林和街道社区卫生站、中山三院等；银行：招商银行、交通银行、建设银行、中国银行、广大银行、农业银行商场：正佳广场、太古汇、天河城、天环、东方宝泰、中天购物城等、,公交站：林乐路站、天河北站、林和东路站地铁站：1号线、APM线林和西地铁站、3号线/1号线广州东站
金融城 安静看花园大两房 南北对流 满五唯一,610,74445,天河,2室1厅1卫,81.94㎡,平层,塔楼,高楼层(共15层),暂无数据,66.04㎡,北,钢混结构,简装,,有,小区内自带会所、泳池、网球场、儿童游乐场、小区北门和东门都有各种生鲜水果便利店餐饮店蛋糕店等。北门有公交总站、最近地铁是科韵路地铁口、旁边有麦当劳、麦德龙购物商场。,小区北门距离135米是公交总站、有B11路、243路；距离小区东门334米琶洲大桥北站、有23路、43路、227路、261路、298路；距离小区北门890m是地铁5号线科韵路站。小区北面是椰林路接驳员村四横路、东面科韵路和琶洲大桥。交通四通八达
