标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
融创B3区  精装修 南向 带电梯口车位  户型方正,348,25666,花都,4室2厅2卫,135.59㎡,平层,塔楼,低楼层(共27层),暂无数据,暂无,南,钢混结构,其他,,有,3所幼儿园;融创茂(步行街、美食街、华南室内滑雪场、室内水乐园、体育竞技场);大型生鲜肉菜市场均已营业,穗莞深城轨“花城站”乐园门口接驳地铁3号、9号线至广州深圳佛山等多个区域;地铁18号线(在建)天贵路站;多条公交线贯穿整个文旅城:还有机场快线、港澳直通巴士等;交通便利
东怡新区东倩园 3室2厅 南,200,20662,番禺,3室2厅2卫,96.8㎡,平层,塔楼,高楼层(共7层),暂无数据,暂无,南,钢混结构,简装,,,,
人盛巴厘天地 3室2厅 东南,90,7818,从化,3室2厅2卫,115.13㎡,平层,塔楼,中楼层(共17层),暂无数据,89.68㎡,东南,钢混结构,精装,,有,,
可逸豪苑 4房 业主有心放卖 安静舒适 厅出阳台,850,53142,海珠,3室1厅2卫,159.95㎡,平层,塔楼,高楼层(共29层),暂无数据,暂无,东南,钢混结构,其他,,有,规划设有文化活动站、肉菜市场、社区居委会等商场：医院：广州市海珠区妇幼保健院银行：中国农业银行、中国工商银行、民生银行饮食：麦当劳,地铁2号线江南西站、8号线凤凰新村站；海珠区妇幼公交车站、宝岗大道公交总站、南田路电车总站、交通方便。
智联·汽车小镇 2室1厅 南,128,17015,番禺,2室1厅1卫,75.23㎡,平层,塔楼,高楼层(共31层),暂无数据,75.23㎡,南,钢混结构,其他,,,,
户型方正 采光好 交通便利 近商场,380,27821,黄埔,4室2厅2卫,136.59㎡,平层,塔楼,中楼层(共23层),暂无数据,106.59㎡,南,钢混结构,其他,,有,小区南门旁边有天韵隔壁有个购物邻里中xin、300米就是何棠下地铁口有医院凤凰湖生活方便,A坳岗345路352a路365路370路445路B棠下村口343a路345路352路365路370路445路地铁旺村、汤村、何棠下、知识城
准电梯房中高层、户型方正、大阳台2房、业主诚心卖,260,35245,天河,2室1厅1卫,73.77㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,西,钢混结构,简装,,,小区公园有长湴公园、华南植物园、火炉山等。银行有邮政银行、农业银行、工商银行等。小区门口有公交站、公交总站、可去到五山、华师、龙洞、车陂等。有长湴综合市场、钱大妈。,小区南门和东门分别有伟伦体校公交站和乐意居总站等；步行1.2公里可到达天河客运站C出口、出行方便；珠江新城、五山、以及长兴等上班的较好选择
宏康东筑南向大两房。保养新、中间楼层、业主急卖,125,15134,黄埔,2室1厅1卫,82.6㎡,平层,塔楼,中楼层(共22层),暂无数据,64.5㎡,南,钢混结构,其他,,有,小区旁有东兴市场、嘉荣购物广场、黄埔佳纷天地。东区时代城、汇瀛广场等购物场所。还有东区门诊离小区很近。开发区三甲医院。生活非常的便利,小区楼下就是东兴市场公交车站。距离南岗地铁口1500米（源自高德地图）。广园快速、沿江高速、广深高速在小区1公里范围内都有出口。穗莞深城轨新塘南站离我们10公里。
御溪世家2期热推户型业主诚心出这房子,95,13086,增城,3室2厅1卫,72.6㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东北,钢混结构,其他,,有,,楼下就有370公交车、距离镇龙地铁口800米、14号线和21号线、镇龙地铁口公交也直达香雪和黄埔区、府
南景园 高层西南向两房 视野开阔,235,34764,海珠,2室1厅1卫,67.6㎡,平层,塔楼,高楼层(共18层),暂无数据,暂无,西南,钢混结构,精装,,有,广州医学院第二附属医院、省口腔医院、南方珠江医院、石溪中医院、江南外科医院。保利红棉市场、石溪肉菜市场。工商银行、建设银行等等。,交通方便、四地铁、2号线、11号线-江泰路地铁站；11号线、广佛线-燕岗地铁站；步行约900米可达8号线-宝岗大道地铁站；步行约90米可达公交站-燕翔路站、途径221、527、967、夜55路车；步行约282米可达公交站-燕子岗站
带定制家具、装修质量好、阳台通铺、带钢结构纱窗,86.66,11960,增城,2室1厅1卫,72.46㎡,平层,塔楼,低楼层(共17层),暂无数据,暂无,北,钢混结构,精装,,有,,小区有楼巴、如约巴士可以直达地铁口、镇龙、智慧城、燕塘、科韵路、琶洲、珠江新城
五年唯一 带100方私家平台 可种花种菜 私家活动空间,320,21869,南沙,4室2厅2卫,146.33㎡,平层,板塔结合,低楼层(共31层),暂无数据,暂无,南,钢混结构,精装,,有,南沙湾板块、扼守狮子洋、坐拥南沙湾好看配套、环境优美植被率高、也有chao市和生鲜市场可以满足日常生活所需,小区内配备公立配备南沙时代南湾分校省一级就在小区后门接小孩方便步行比较近还有就是他的小区环境舒适、49资源共
户型方正、空间实用、电梯房、环境安静,165,28346,荔湾,3室1厅1卫,58.21㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,东南,钢混结构,精装,,有,小区500米内生活圈设有：香凝电影院、荔湾区文化馆、老人活动中心、中国银行、建设银行、天天酒家、桥东肉菜市场、林凤娥、广州市第九十三等生活配套完善齐全、衣食住行都很便利,小区距离桥东小区公交站约300米左右、有277、52、193、183、206、309等十多路公交车途经、且可接驳地铁5号线滘口站或地铁1号线芳村站、交通出行、快捷便利。
学府南苑 4室2厅 西南,188,13429,花都,4室2厅2卫,140㎡,平层,塔楼,高楼层(共18层),暂无数据,115㎡,西南,钢混结构,其他,,有,,
格局通透、楼层好、采光好、配套设施齐全、交通便利,188,12967,从化,4室2厅2卫,144.99㎡,平层,板塔结合,低楼层(共32层),暂无数据,117.83㎡,南西南,钢混结构,精装,,有,,小区门口是105国道广从快速路、可驾车通行广州各区域、京港澳高速、大广高速、派街高速、地铁14号线神岗站距离小区门口约470米、小区有公交接驳车
近地铁 户型方正 采光充足 南北对流 实用大三房,305,26058,黄埔,3室1厅1卫,117.05㎡,平层,塔楼,高楼层(共7层),暂无数据,暂无,南,钢混结构,简装,,,BRT经过门口中山大道、真正的广州生活圈。漫广场、乐都会、天河完善的配套、享受生活轻而易举、地处天河中山大道南区域、辐射各大银行。,中山大道、黄埔大道、广园东快速干线、华南快速干线等六条主干道形成三纵三横；BRT十余条公交线路途经此处、交通较为便利、楼巴、公交、地铁5号线渔珠站、等多种出行。
南向通透的四房楼层好采光充足 交通便利 近商场,350,26308,黄埔,4室2厅2卫,133.04㎡,平层,塔楼,低楼层(共23层),暂无数据,106.54㎡,南,钢混结构,精装,,有,,
保利紫云东向望花园业主诚心出手三房一卫适合刚需入手,339,37339,白云,3室2厅1卫,90.79㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,东,钢混结构,精装,,有,小区离最近的大型商场bai信广场直线距离800米、走路到bai信也就十分钟、小区旁边就是政府巨资打造的广州白云站、未来会有三家五星酒店、一家高端疗养院、大型商场、甲级写字楼、美食广场等等,
金融城高层温馨两房 安静望花园楼间距宽 满五唯一,328,44632,天河,2室2厅1卫,73.49㎡,平层,塔楼,中楼层(共11层),暂无数据,暂无,北,钢混结构,简装,,有,骏景花园里面含餐饮美食店、美容店、水果店、菜市场、理发店、便利店、银行柜员机、药店、基本上小区住户不出小区便可解决日常生活所需。此外、小区本身配套了合生骏景广场、里面有影院、健身房、银行和餐饮店、而小区西边的科新路为美食街。,棠东站、棠下站(BRT)途径线路：B1路、B2路、B2A路、B3路、B4路、B4A路、B5路、B6路、B7路、B8路、B12路、B16路、B20路、B21路等公交线路、可通往广州各区。地铁站：4号线车陂站、5号线车陂南站、科韵路站及在建13号线棠下站（明年年通车）。
淘金侨外 电梯平层三房 南向厅出阳台 区府房改大院,430,48594,越秀,3室1厅1卫,88.49㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,简装,,有,,
独立大露台有60方左右、纯南向采光通透大四房 精装修,338,34025,白云,4室2厅1卫,99.34㎡,平层,塔楼,低楼层(共9层),暂无数据,89.75㎡,东南南,钢混结构,精装,,,广园新村好又多美食：悠悠乐美食、聚友源、湘村馆。(省一级)银行：银柜KTV、咏乐会ktv。健身房。,盈翠华庭公交站：127/245/36/841/265等各大公交线路。地铁二号线飞翔公园、即将开通的12号线景云路站。。。。
中高层东南向精装四房、拎包入住,220,22681,花都,4室2厅2卫,97㎡,平层,暂无数据,高楼层(共27层),暂无数据,暂无,南,未知结构,其他,,,广州融创文旅城（融创茂商场、美食、逛街、游玩）、国内少有大型室内滑雪场、融创水世界、融创游乐园；华师附学院、2所幼儿园、电影院、主题乐园、内置有室内滑雪场、吃喝玩乐不需要担心、就在家门,穗莞深城际轻轨花城站、融创乐乐园旁、这一条城轨、将广州、东莞、深圳紧密相连、又与广佛环线接驳、拉近与佛山的距离。全省经济实力的四座城市、也可以快速抵达本项目。广州北站、作为陆运枢纽
五羊小区 精装修小两房 拎包入住 居住氛围好 生活便利,178,45293,越秀,2室1厅1卫,39.3㎡,平层,塔楼,中楼层(共10层),暂无数据,暂无,东北,钢混结构,精装,,,商场：寺右购物、华润邮局：五羊邮政银行：中国银行建设银行农业银行医院：东山区人民医院门诊部其他：麦当劳、肯德基、ok便利店、7-11便利店、凯旋华美达酒店,地铁、5号线五羊新邨站、3号线珠江新城站、公交路线、40路珠江宾馆站、811路、44路、B22路
华景新城 近地铁阳光房采光好 南向,190,55850,天河,1室1厅1卫,34.02㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,有,生活配套成熟天河公园中山医科大学附属第三医院双公交总站各大银行饭店菜市场大型走召市华润喜士多肯德基星巴克水果店花店进口美食店美容修身连锁店健身会所服装店机构等,
燕塘地铁口鸿燕居精装修三房 户型方正厅出阳台 采光好,248,32705,天河,3室2厅1卫,75.83㎡,平层,塔楼,低楼层(共6层),暂无数据,暂无,北,钢混结构,精装,,,综合菜市场：金贸生活市场、一家人每日不出远门即可采购新鲜蔬果肉类。临街门面有银行、餐馆、理发店等与生活息息相关的配套。居于此让您出行和生活更便利,距离3、6号双地铁燕塘地铁口550米、距离广州东站驾车3公里、地铁仅一站。门口就有金燕生活区公交站50米、公交有54、89、503、B11、夜10路、距离燕塘企业450米、有三十多辆公交车经过。如果开车出行、1公里内能上广园快速路和华南快速去住珠三角各城市
天马丽苑二期 3室2厅 南 北,98,10554,花都,3室2厅1卫,92.86㎡,平层,塔楼,高楼层(共35层),暂无数据,71.32㎡,南北,钢混结构,简装,,有,,
康裕北苑 精装修 大户型 三房两卫 可拎包入住,236,21899,番禺,3室2厅2卫,107.77㎡,平层,塔楼,低楼层(共7层),暂无数据,93.15㎡,南北,钢混结构,精装,,有,成熟社区生活配套完善近钻汇珠宝广场儿童公园城北公园大夫山森林公园雅居乐优活荣达.,康裕北苑小区距离地铁3号线市桥站一公里、步行可到、小区门口即有公交站、去哪都方便.
新世界凯粤湾 东南向高层 视野开阔 安静不吵,550,43131,荔湾,3室2厅2卫,127.52㎡,平层,塔楼,中楼层(共33层),暂无数据,106.63㎡,东南,钢混结构,精装,,有,双地铁+两大桥+三隧道立体交通体系：连接项目的地铁口为滘口站、该站为广州地铁五号线的始发站、该线路为贯通广州东西的大动脉、与全部地铁线路均有交汇站、除此之外、滘口还是佛山五号线和广州五号线的交汇站、让您畅达广佛两地！,三地铁、双大桥及三隧道的立体交通体系、出行便利。地铁：广州5号线、广州1号线延长线及佛山5号线。公交路线：19、55、57、广81、193、75、236、207、277、280、309、312、783、夜11、夜29等。
此房满五不唯一、南向三房、装修保养好、近番禺广场,108,12904,番禺,3室2厅1卫,83.7㎡,平层,塔楼,高楼层(共9层),暂无数据,75.73㎡,南,钢混结构,其他,,,星海公园约100米、东城市场300米、番禺区中医院200米、番禺区何贤妇幼医院500米。,本房源在平康路路段、一段路可以通向大西路、大北路繁华地区、另一段路可达番禺广场；星海公园设有公交站、出行方便、可达市桥、市桥北、番禺广场等地段
临江花园小区 免增值税 采光通风好 配套齐全 交通便利,880,66216,海珠,3室2厅2卫,132.9㎡,平层,塔楼,低楼层(共42层),暂无数据,108.68㎡,北,钢混结构,精装,,有,小区楼下就是珠江泳场公交车站、出行方便、小区可以直达珠江边。同时还有嘉仕花园幼儿园、金雅苑幼儿园、大卖场、金雅苑市场、新凤凰市场、必胜客、星巴克、肯德基、半岛西餐厅、金海堂酒楼、药店、酒楼饭馆,公交有珠江泳场公交站、中大北门西公交站、121121A2472298548旅游2旅游1等公交线路
富力半岛 2室1厅 东南,170,26243,白云,2室1厅1卫,64.78㎡,平层,塔楼,中楼层(共7层),暂无数据,57.63㎡,东南,钢混结构,其他,,,,
高绿化小区、一手发展装修、南北对流、保利物业,500,39784,番禺,4室2厅2卫,125.68㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,有,宜家家居(番禺商场)、金1广场、钟福广场、全家便利店(金山谷店)、小米专卖店(广州祈福缤纷世界店)、金园广场、金谷生活馆54、五羊茶叶城、华润家(金山谷店),小区门口就是新光快速、金山大道连接番禺大道、广台高速、南沙港快速、小区楼下是公交总站接驳地铁口出行便利
碧桂园海湾一号  东南向两房 满五唯一,130,16934,南沙,2室2厅1卫,76.77㎡,平层,塔楼,中楼层(共32层),暂无数据,61.21㎡,南,钢混结构,其他,,有,项目所在南沙湾板块、地铁、南沙客运港地铁站、南沙游艇会、南沙游轮母港、南沙大酒店,门口公交车直达南沙主要区域、高速路口步行需要仅有500米左右、珠三角主要区域无缝连接
装修漂亮、中间楼层、南北对流噢！,330,26007,番禺,4室2厅2卫,126.89㎡,平层,塔楼,中楼层(共50层),暂无数据,暂无,南,钢混结构,简装,,有,1亚运城广场内有购物商场大型影院KFC星巴克等等娱乐生活配套2亚运城综合体育馆内有游池网球等体育设施对亚运城业主开放3机构众多4永德肉菜市场和金嘉市场两大综合市场生活购物方便,地铁：4号线海傍站、三号线东沿线公交：番162B路、番162路到技术官员村站；番148路到裕丰村站；番149路到亚运城站；番160路到媒体村站、路经：永旺梦乐城、市桥、莲花山。
白云山脚下 交通方便 环境优美 阳台可望白云山,350,38168,白云,3室1厅1卫,91.7㎡,平层,塔楼,低楼层(共9层),暂无数据,78.47㎡,北,钢混结构,其他,,有,,小区门口有大金钟公交车站、127.223.245.891.26538.125路车可达广州各区、旁边有地铁11号线大金钟路站、交通方便
岭南新世界  高层东南向三房  阳光通风好,450,42361,白云,3室2厅2卫,106.23㎡,平层,塔楼,高楼层(共15层),暂无数据,87.8㎡,东南,钢混结构,其他,,有,有步行街市、711便利店、OK便利店、美容院、美发店、面包店；会所(羽毛球场、乒乓球场、大型足交通球场地、篮球场地)等生活配套设施完善！还有云门商场、商场内有电影院、东海酒家、盒马生鲜等；小区有四大银行、华夏银行、民生银行、平安银行、招商银..,公交车总站、线路包括804路、886路、805路、799路、920路、922路、924路、926路、509路、66路、803路等数十几条公交路线；地铁线路：14号地铁线、2号地铁线、3号地铁线。
六号园南北对流、眺望江景、小区只有这套性扴比高,1420,46830,番禺,4室2厅4卫,303.23㎡,错层,板楼,低楼层(共20层),暂无数据,暂无,西南,钢混结构,其他,,有,,
6号线香雪地铁口旁 精装三房 业主有心卖、可谈,261,33190,黄埔,3室2厅1卫,78.64㎡,平层,板塔结合,低楼层(共32层),暂无数据,暂无,北,钢混结构,其他,,有,1公里左右有奥园广场、锐丰广场、飞晟文汇和星际云汇等大型综合体、且小区门口带有黄埔图书馆分馆、配套很齐全；小区邻近香雪公园、创新公园,6号线地铁口香雪站1公里左右、门口门口有轨电车下中站、公交总站
聚德花苑 2室1厅 北,110,30463,海珠,2室1厅1卫,36.11㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,北,钢混结构,精装,,有,,
豪利大厦 1室1厅 东,70,13569,花都,1室1厅1卫,51.59㎡,平层,板楼,中楼层(共13层),暂无数据,暂无,东,钢混结构,精装,,有,,
琶洲电商总部 大三房  封闭管理,408,39250,海珠,3室2厅1卫,103.95㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,简装,,,购物：纵横广场、四季天地广场、丽影广场、珠影星光城医疗资源：广东省第二人民医院、七十四集团军医院、中西结合医院菜市场：赤岗肉菜市场银行：四大行和广州江西农商等等、各银行一应俱全,位置：小区位于琶洲电商总部、与珠江新城一江之隔双地铁站:本小区在八号线地铁站磨碟沙站和18号线、去哪都方便公交：小区楼下有公交站、多条公交线路经过如：229路、239号、262号、304号、582号、763号、988号、大学城专线3路等等
保利花香美苑大三房 户型方正 通风采光好,420,32805,荔湾,3室2厅2卫,128.03㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,东南,钢混结构,精装,,有,,交通方面、其实也是十分方便、不论是自己驾车、坐地铁、坐公交、自己驾车的话、有高速、有环城线、做地铁的话、小区旁就有公交直接到达一号线坑口地铁站、相当便利、
全新中高层 视野开阔、通风采光好、总预算低,199,22112,南沙,3室2厅2卫,90㎡,平层,塔楼,高楼层(共24层),暂无数据,75㎡,东北,钢混结构,其他,,有,楼下公交车站通往横沥地铁18号线有5.5公里灵山岛江边公园、休闲、运动、观景的好去处,
聚德西区哇塞 三房方正户型 中楼层光线足,238,32987,海珠,3室1厅1卫,72.15㎡,平层,塔楼,中楼层(共9层),暂无数据,60.38㎡,北,钢混结构,简装,,有,购物六福广场、珠影广场沃尔玛商场、饮食美食街、江海大道美食街、医院省二医产业、磨碟沙IT大厂、广州地铁IT科贸园。,地铁:3号线大塘站、8号线赤岗站（up智谷地铁专线车直达）大塘公交总站：226路、130路、184路、190路、20路、69路、763路等公交线路
金宇花园 户型方正实用 配套成熟 交通便利,170,24196,荔湾,2室1厅1卫,70.26㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,东南,钢混结构,精装,,有,生活配套成熟、肉菜市场、儿童乐园、医院、银行、宾馆酒楼、衣食住行。交通方便户型方正装修新净小区绿化环境好,私家车和公交车都方便出行小区北门有公交车总站有52号64号277号121号780号769号417号等公交线路小区路口出来就可以上环城高速
中楼层看湖景、格局方正一梯三户,568,30111,白云,3室2厅3卫,188.64㎡,平层,板楼,中楼层(共9层),暂无数据,169.32㎡,西南,钢混结构,其他,,有,区楼下有华润、钱大妈、健身房都有、3公里范围内有金铂广场、太阳城、医院三甲医院南方医院,小区离华南高速路口入口处1.5公里、途径小区的公交车有：504.747.792A.792.862B.B6等公交线路、出行方便。两站到同和地铁站
美林海岸 西南向三房 几年出一套 采光视野好看小蛮腰,750,74501,天河,3室1厅2卫,100.67㎡,平层,塔楼,中楼层(共12层),暂无数据,暂无,南,钢混结构,精装,,有,区配套齐全小区自带会所泳池、网球场、儿童游乐场、小区北门和东门都有各种生鲜水果便利店餐饮店。1公里有麦德龙、麦当劳等。距离临江带状公园100米。北门有克莱顿酒店和伊斯丹顿酒店。,小区北门距离135米是公交总站、有B11路、243路；距离小区东门334米琶洲大桥北站、有23路、43路、227路、261路、298路；距离小区北门890m是地铁5号线科韵路站。小区北面是椰林路接驳员村四横路、东面科韵路和琶洲大桥。交通四通八达
科学城上车盘南北通透全屋定制望花园视野开阔保养新,135,16068,黄埔,3室1厅1卫,84.02㎡,平层,板塔结合,低楼层(共34层),暂无数据,暂无,南北,钢混结构,精装,,有,,
二期东南向、精装修三房、拎包入住、户型方正好用,285,33577,黄埔,3室2厅0卫,84.88㎡,平层,塔楼,低楼层(共17层),暂无数据,暂无,南,钢混结构,精装,,有,小区东边是茅岗的改造、是富力拿的地、后期建住宅、预估明年动工、小区正南面是广建集团总部广建鱼珠湾字楼（在建）小区距离13号线二期珠村站860米（在建）、小区斜正面有大型的漫广场商场、海底捞等、2公里金融城、有山姆会员店、美林新天地、宜家家居等,途经公交车：B1、B26、B16路、B17路、B20路、B27路、B5路莲溪-公交车站途经公交车：41路夜班、46路夜班、550路、B15路、B1快、B1路、B20路、B26路、夜13路：地铁5号线和13号线鱼珠站交通发达、小区门口有便民车接驳地铁
江边物业、框架结构、70年到2094.10.30止、一梯三户。,220,31483,海珠,2室1厅1卫,69.88㎡,平层,板楼,高楼层(共7层),暂无数据,暂无,南,钢混结构,简装,,,老城区配套成熟、交通便利、旺中带静。离滨江西、同福西商圈近。、医院有市三甲红十字会医院、有菜市场。,地铁：2号线市二宫地铁站一站到海珠广场站、可换成六号线、1站到公园前换乘1号线、滨江公交滨江西站同福西站市红十字会医院站经过同福中的线路有10路、16路、183路、25路、270路、530路B21路夜37路
业主诚心放卖、户型方正实用、通风采光好,255,27120,白云,2室2厅1卫,94.03㎡,平层,塔楼,高楼层(共21层),暂无数据,70.12㎡,南,钢混结构,其他,,有,地铁6号线离小区800米、地铁12号线正在建设中、预计2025年开通、有永旺梦乐城、金铂等等、小区楼下有多家生鲜,公交283路、12路、276路直达市区、公交790直达地铁站和金沙洲内。地铁6号线已开通、地铁12号线2025年开通。出行便利！
鹭江地铁口单位大院 有小区管理 低层精装两房刚需上车,143,21018,海珠,2室1厅1卫,68.04㎡,平层,塔楼,低楼层(共8层),暂无数据,58.27㎡,南,钢混结构,精装,,,商场：宏城、好又多、丽影广场、华润医院：海员医院、广东省第二医院、新海医院邮局：赤岗邮政局银行：工商银行、建设银行、农业银行、交通银行、民生银行,公交：8路、11路、24路、83路、121路、131路、182路、204路、229路、247路、266路、272路、822路、882路230路、252路、301路、303路、37路、45路、51路。地铁：8号线鹭江站
花季小区电梯方正二房、东南向。,228,28865,白云,2室1厅1卫,78.99㎡,平层,塔楼,低楼层(共14层),暂无数据,暂无,西南,钢混结构,简装,,有,此房距离游泳池100米、距离篮球场200米、距离市场300米、距离医院300米、距离雕塑公园,此房楼下11号线地铁口上盖、距离11号线50米距离中医学院200米、、距离5号线1公里
证够五年唯一、广州北、近地铁、全新装修、南北通透。,68.8,8710,花都,3室2厅2卫,78.99㎡,平层,暂无数据,高楼层(共6层),暂无数据,暂无,南北,混合结构,精装,,,房子近太子步行街、广州北、秀全公园、花都湖公园、花都区人民医院、新华市场、地铁站300米.,距离广州北站400米、高铁城轨、地铁站400米、汽车客运站300公里、交通出行便利楼下公交车站、703.706.8路705路
豪景花园 少有南向大两房 中楼层 采光通透 过五唯一,290,34840,天河,2室2厅1卫,83.24㎡,平层,塔楼,中楼层(共19层),暂无数据,69.08㎡,南,钢混结构,其他,,有,医院：白云区医院、沙河人民医院、武警医院、三九脑科医院、南方医院、157医院、佳和医院小区内；配套有chao市、儿童娱乐设施、篮球场、休闲亭等。地下一层为大型室内车场供租用或选购交通：门口公交、近广州东站、天平架地铁口。,公交车站：豪景花园站、途经路线有B6B6快11路夜14路46路56路72路85路109路110路111路112路136路140路179路201路219路241路246路297路501路502沙田班车502路等等。多路公交地铁站：天平架3、6号线地铁口。
时代长岛 2室1厅 北,110,12061,南沙,2室1厅1卫,91.21㎡,平层,塔楼,高楼层(共29层),暂无数据,暂无,北,钢混结构,其他,,有,,
颐德湾尚 板楼两梯两户 南北对流   四房望园林安静,450,31713,南沙,4室2厅2卫,141.9㎡,平层,暂无数据,低楼层(共30层),暂无数据,暂无,南,钢混结构,其他,,有,,
怡安花园 2室1厅 西南,200,28990,海珠,2室1厅1卫,68.99㎡,平层,塔楼,高楼层(共9层),暂无数据,60.24㎡,西南,钢混结构,简装,,,,
好地段 户型实用 装修保养新 通风采光靓 东南北单边位,380,39436,海珠,4室3厅1卫,96.36㎡,平层,塔楼,高楼层(共18层),暂无数据,80.25㎡,东南北,钢混结构,精装,,有,商场：好又多市、家乐福市医院：海珠区人民医院、东升医院银行：工商银行、农业银行、建设银行、光大银行饮食：嘉华美食、云香快餐娱乐：晓港公园、国广场,公交车：基立村站、途经线路：285、14、25、29、82、86、87、88、180、186、190、192、222、253、544、823、夜16、夜20、夜30、夜32和夜33地铁：地铁2号线江南西站
北京路低层方正两房 楼下有院 框架结构,220,37301,越秀,2室1厅1卫,58.98㎡,平层,塔楼,低楼层(共8层),暂无数据,暂无,南,钢混结构,简装,,,成熟商圈天字码头江边、新大新、天河城、北京路步行街、中华广场。越秀区长堤医院广医一院中山二院省中医省人民医院邮局：中国邮政银行：工商银行、农业银行、中国银行、建设银行、,步行街珠江边户型方正格局合理通风好越秀南客运站公园省医院中山一医院、6号线北京路地铁A出口公交站光路珠公交站珠光路菜市场近天字码头有水吧多条路线去往各区
保利天际南向三房、高交付标准、中间楼层、业主诚心出,280,22286,增城,3室2厅2卫,125.64㎡,平层,塔楼,中楼层(共53层),暂无数据,暂无,南,钢混结构,其他,,有,小区楼下有新世界大型的商圈、步行即可到达大润发商场、汇太广场、耀莱电影院、海底捞大型连锁、省水电医院、华兴市场、还有新塘地铁站、和轻轨高铁站、银行：工商银行、民生银行、邮政银行、建设银行,
利汇名悦大厦 4室2厅 南,1498,78005,天河,4室2厅2卫,192.04㎡,平层,塔楼,高楼层(共32层),暂无数据,148.36㎡,南,钢混结构,精装,,有,,
南北对流 南向一线江景 视野开阔 采光好,1658,64597,番禺,4室2厅4卫,256.67㎡,错层,板楼,中楼层(共29层),暂无数据,暂无,南北,钢混结构,精装,,有,,距华南快速沙溪出入口1KM、距新光快速沙溪出入口2KM、距地铁3号线夏滘站2KM、5站到达珠江新城
听涛雅苑 方正三房 次顶楼 东西对流采光好 90%实用率,268,33136,海珠,3室2厅1卫,80.88㎡,平层,塔楼,高楼层(共9层),暂无数据,73.5㎡,东西,钢混结构,其他,,,,距离地铁八号线鹭江站步行600米、小区门口就是公交车中大北门站：8、11、24、121、131、182、229、247、266等公交线路经过、出行很便利
美林湖畔 南北对流大三房 户型方正,588,55990,天河,3室2厅2卫,105.02㎡,平层,塔楼,低楼层(共18层),暂无数据,85.89㎡,北,钢混结构,其他,,有,小区旁有杨桃公园、方便您休闲的娱乐。美林天地商城是该小区的一个主要配套、里面有宜家、九毛九、山㟂会员店、居然之家等品牌入驻、给您生活带来更多的便利小区门口有底商、旁边是石溪菜市场、生活便利。,小区南面688米是5号线三溪地铁站、北面500米是杨桃公园公交总站、有B19、218、53、503路公交车、开车走黄埔大道和中山大道都方便（数据来源于高德地图）
绿湖5期方正小三房、家具家电齐全、业主自住保养好,78.8,8764,增城,3室2厅1卫,89.92㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东北,钢混结构,其他,,,,
户型方正、大房大厅、通风采光好、视野开阔、安静不吵,600,46975,荔湾,3室2厅2卫,127.73㎡,平层,塔楼,中楼层(共33层),暂无数据,103.53㎡,东北,钢混结构,精装,,有,双地铁+两大桥+三隧道立体交通体系：连接项目的地铁口为滘口站、该站为广州地铁五号线的始发站、该线路为贯通广州东西的大动脉、与全部地铁线路均有交汇站、除此之外、滘口还是佛山五号线和广州五号线的交汇站、让您畅达广佛两地！,三地铁、双大桥及三隧道的立体交通体系、出行便利。地铁：广州5号线、广州1号线延长线及佛山5号线。公交路线：19、55、57、广81、193、75、236、207、277、280、309、312、783、夜11、夜29等。
富丽广场 两房一厅 中层朝东 光线好 配套齐 可公积金,130,17688,番禺,2室1厅1卫,73.5㎡,平层,板塔结合,中楼层(共6层),暂无数据,暂无,东,钢混结构,简装,,,大石城、东联步行街、大石家私城、信和、仓隆购物广场、人人乐等多个大型。医院：大石镇人民医院、武警医院,公交：17路、13路、53、186、181路、209路、217路、236路、25路地铁：3号线大石站
福泰园 刚需上车之房、房子视野开阔、采光好配套齐全,110,19928,番禺,2室1厅1卫,55.2㎡,平层,塔楼,高楼层(共7层),暂无数据,暂无,南北,钢混结构,简装,,,工商银行、建设银行、中国邮政银行、中国银行、广发银行、农商银行；好又多、天汇、世纪华联；洒店：香江酒店、长隆酒店、城市便捷酒店、长广酒店,富丽公交站：51路、304路、番182路、番187路、番188路等多路公交线路、公交地铁接驳线7路、地铁3号线
