标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
祈福都会花园 2室2厅 南,78,9697,花都,2室2厅1卫,80.44㎡,平层,塔楼,中楼层(共11层),暂无数据,暂无,南,钢混结构,其他,,有,,
白江地铁口 宏城汇 精装修 保养好两房,116,15208,增城,2室2厅1卫,76.28㎡,平层,板楼,高楼层(共22层),暂无数据,暂无,北,钢混结构,精装,,有,,近地铁十三号线白江地铁口~、和近新塘南站。公交车站较近的有新好景站
翡翠绿洲103平三房南北通透~、卖106~、业主急着套,108,10490,增城,3室2厅1卫,102.96㎡,平层,塔楼,低楼层(共11层),暂无数据,暂无,南北,钢混结构,简装,,有,拥有克拉汇及克拉邻里两大美食街~、有建设银行~、东门有麦当劳~、星巴克~、及大型购物商场~、另外项目距离500米就有医疗配套完备的“暨华医院”,小区设有三条楼巴线路连通广州天河、萝岗、黄埔~、公交莞穗1号线、新塘6路已进入小区接驳地铁13号线沙村站~、小区免费楼巴各个苑区都有站点~、新塘6路直达新塘镇~、437直达到南岗玩具城总站~、572到开发区~、358路直通萝岗区~、交通便利~、邻广园东快速
东沙小区 2室2厅 南,98,14760,番禺,2室2厅1卫,66.4㎡,平层,板楼,中楼层(共7层),暂无数据,56.96㎡,南,混合结构,精装,,,,
广州富力城~、湖景观房~、视野开阔,320,28140,白云,3室2厅1卫,113.72㎡,平层,塔楼,高楼层(共18层),暂无数据,暂无,东,钢混结构,精装,,有,广州富力城商城：大型商场~、ATM:中国邮政储蓄银行~、建设银行~、交通银行~、广州农商银行内部配套：足球场~、篮球场~、网球场~、游乐场~、风情街~、会所~、洗衣店~、户外露天游泳池~、幼儿园,公交：511路、523路、539路、834路、840路、21路、127路、978路~、地铁：2号线嘉禾望岗站、3号线嘉禾望岗站
白江站地铁口方正两房 满五唯一 有钥匙随时方便看房,93,12394,增城,2室2厅1卫,75.04㎡,平层,塔楼,中楼层(共18层),暂无数据,59.22㎡,西,钢混结构,精装,,有,楼下就有肉菜市场和商铺旺街日常生活方便~、休闲散步：旁边有地铁口的市政公园和荔枝山公园。小区1公里范围内有：凯达尔印象城、金海岸城市广场、汇太广场和星之岛广场~、水电二局医院。南方医院、永旺梦乐城,地铁13号线白江站D1出口100米50米处有公交车站台~、571A路571B路101路214路新塘到新塘各区域比如黄埔港湾路、大沙地地铁：距离13号线白江站100米~、小区门口200米到公交车站~、10路、214路、372路、571A路、571B路等多路公交车。
地铁口  天朗明居东向大两房  高层,270,38055,天河,2室2厅1卫,70.95㎡,平层,塔楼,高楼层(共18层),暂无数据,60㎡,东,钢混结构,其他,,有,富力天朗明居幼儿园、天和购物商场、好又多、卜蜂莲花市、东圃购物商场、天河城货；医院：家家乐医院、红十字会医院邮局：东圃邮局、天朗明居邮局,公交站：B1路、B2A路、B3路、B4路、B4B路、B5路、B6路、B7路、B15路、B16路、B17路、B18路、B19路、B20路、B27路地铁：4号线车陂站5号线车陂南站21号线棠东站
风车对流三房户型  高层望花园 看房方便 提前约看,390,40344,白云,3室1厅2卫,96.67㎡,平层,塔楼,高楼层(共18层),暂无数据,暂无,东南,钢混结构,其他,,有,医院：广州中医药大学金沙洲医院、银行：工商银行、中国银行、农业银行、农商银行、中国邮政储蓄银行广场：佳和购物广场、金永喜、钱大妈、华润、卜蜂莲花市场：沙凤综合市场、金沙洲便民综合街市公园：白云儿童公园、金沙洲文体广场、金沙洲,沙贝地铁6号线A出口~、42路公交车~、地铁六号线沙贝站~、是您居家之地~、交通方便。
东湖新村小户型南北对流平台一楼,175,47006,越秀,2室1厅1卫,37.23㎡,平层,塔楼,低楼层(共6层),暂无数据,33.64㎡,南北,钢混结构,精装,,,东湖片区星之光电器城海印广场胜佳市场东湖菜市场农业银行中国银行工商银行等等,双地铁~、交通四通发达~、上内环不用等绿灯~、从这里上内环可以接驳高速~、无论过二沙岛~、去东风路~、黄埔大道~、都方便
珠城旁14年楼龄 东南安静大两房   3阳台 通风采光好,466,51601,天河,2室2厅1卫,90.31㎡,平层,板楼,低楼层(共37层),暂无数据,暂无,东东南,钢混结构,其他,,有,商场：佳bai货天河东店~、高志大厦~、太阳新天地。银行：光大银行、民生银行。饮食：海南人酒家、牧人之家美食城娱乐：广州马会酒店,中铁盛德国际公交车石牌公交车途径路线方便~、地铁岗顶3号线13号线二期地铁口物业
品秀星樾 4室2厅 南,539,39932,黄埔,4室2厅2卫,134.98㎡,平层,平房,中楼层(共43层),暂无数据,暂无,南,钢混结构,精装,,有,,
保利曼城 装修好 实用三房 近11号线鹤洞东站,390,39542,荔湾,3室1厅2卫,98.63㎡,平层,塔楼,低楼层(共39层),暂无数据,暂无,北,钢混结构,其他,,有,小区楼下裙楼底商丰富~、可以满足业主们日常所需要物品。步行600米可达中海花湾天地~、钱大妈、7-11、罗森便利店、星巴克、麦当劳~、肯德基、喜茶、烤肉店等~、各种连锁品牌~、一个地铁站的距离可以去到芳村种类最齐全的肉菜综合市场~、新鲜实惠~,700米可达地铁广佛线鹤洞站~、一站换乘1号线~、两站换乘8号线~、还有11号线在建中~、该条地铁是广州的大环栈~、串连天河、越秀海珠、荔湾、白云五区~、步行距离800米左右~、公交路线有：19路、445路、769路、277路、91路、70路、多路公交线路
东向望花园~、视野很好~、距离马路远不吵,288,25867,番禺,3室1厅2卫,111.34㎡,平层,塔楼,中楼层(共22层),暂无数据,暂无,东,钢混结构,精装,,有,花园楼下有配套~、旁边有家小型的华润~、有钱大妈~、前面100米有大型的肉菜市场~、大型综合体腕民城等,
此房满五~、望小区园林和湖景海景~、罕有房源,188,15725,南沙,3室2厅2卫,119.56㎡,平层,板塔结合,低楼层(共32层),暂无数据,暂无,南北,钢混结构,其他,,有,南沙湾板块~、扼守狮子洋~、坐拥南沙湾好看配套~、环境优美植被率高~、也有chao市和生鲜市场可以满足日常生活所需,出行方便~、出门就有公交站~、线路多~、班次多。离高速路口近~、去东莞、深圳、中山~、都很方便。两个公交站的距离到达邮轮母港~、可前往香港、日本、新加坡等~、不用去机场也能出国了地铁:2.8公里到南沙客运港站(4号线起点站)公交:南沙18南沙19南沙53
海伦堡花样年华三期 3室1厅 东,250,21969,番禺,3室1厅2卫,113.8㎡,平层,塔楼,低楼层(共18层),暂无数据,93.47㎡,东,钢混结构,精装,,有,,
市级江南YI小~、地处昌岗+江南西 醇熟商圈~、三面单边位,100,25642,海珠,2室1厅1卫,39㎡,平层,暂无数据,低楼层(共5层),暂无数据,33.77㎡,东南,钢混结构,简装,,,商城有燕汇广场.合生生活广场.昌岗信和广场.有家乐福.盒马鲜生等~、市场有南泰市场.泉塘市场.沙园西华市场等~、公园有庄头公园~、沙园公园.晓港公园等~、配套齐全。,地铁有2号线+8号线昌岗站~、公交站有珠江医院总站~、南泰路西站~、昌岗路口站~、橡胶新村站~、翠宝路站~、珠江南景园总站。出行很方便。
新华路 2室1厅 南 北,60,6675,花都,2室1厅1卫,89.9㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南北,钢混结构,其他,,,,
主阳台看秀全公园湖 南阳台看花都湖 户型方正 实用,230,19137,花都,3室2厅2卫,120.19㎡,平层,塔楼,高楼层(共22层),暂无数据,暂无,南北,钢混结构,其他,,有,,
保利红棉花园 东南向 户型方正 全明屋,185,26395,海珠,2室1厅1卫,70.09㎡,平层,塔楼,中楼层(共9层),暂无数据,62.19㎡,东南南,钢混结构,其他,,,商场：一公里内既有四大购物商场：燕汇广场、旺科里、逸景广场、华新广场（在建中）医院：三公里范围三甲医院三所~、南方医科大学珠江医院、广州医科大学附属第二医院~、中山大学孙逸仙纪念医院（南院区）公园：三公里内有庄头公园、晓港公园,环城11号线/广佛线燕岗站步行450米地铁：二号线江泰路步行1公里~、公交：小区北门保利红棉花园站有180、221、527、530、544、546、551、79、86、夜32、55路
真正地铁口     视野无遮挡    业主诚心卖,120,16421,增城,2室1厅1卫,73.08㎡,平层,塔楼,低楼层(共30层),暂无数据,暂无,北,钢混结构,其他,,有,小区自带120000方活水园林~、家楼下即公园~、3公里有三甲妇幼保健院真正地铁就在家门口~、21号线山田站无缝对接~、实现家与天河快速接驳。娱乐设施：双会所配套~、设有瑜伽室、健身房、台球室、乒乓球、台球、儿童活动、阅读区等,出门右转300米即达地铁21号线山田站C出口~、左转300米即达北三环高速朱村东站出入口~、距离广州第二机场约22公里~、方便出行且交通便利
中高层精装四房~、拎包入住~、小区环境好,210,21628,花都,4室2厅2卫,97.1㎡,平层,暂无数据,中楼层(共26层),暂无数据,暂无,南,钢混结构,其他,,,广州融创文旅城（融创茂商场、美食、逛街、游玩）~、国内少有大型室内滑雪场~、融创水世界、融创游乐园；华师附学院~、2所幼儿园~、电影院~、主题乐园~、内置有室内滑雪场~、吃喝玩乐不需要担心~、就在家门,穗莞深城际轻轨花城站~、融创乐乐园旁~、这一条城轨~、将广州、东莞、深圳紧密相连~、又与广佛环线接驳~、拉近与佛山的距离。全省经济实力的四座城市~、也可以快速抵达本项目。广州北站~、作为陆运枢纽
东山锦轩~、地铁上gai~、原装电梯~、高层视野好,960,80463,越秀,3室1厅2卫,119.31㎡,平层,塔楼,中楼层(共31层),暂无数据,94.43㎡,南东北,钢混结构,其他,,有,商场：华润锦轩现代城邮局：五羊邮政银行：中国银行、建设银行、农业银行、工商银行医院：愈生医院、省中医院门诊部其他：麦当劳等,地铁：6号线东山口站、1号线杨箕站公交：106路、129路、夜15路、夜27路、299路、37路、551路、63路、夜9路
实地常春藤 3室2厅 南,165,15568,黄埔,3室2厅2卫,105.99㎡,平层,塔楼,中楼层(共31层),暂无数据,85.29㎡,南,钢混结构,精装,,有,,
此房满5~、户型方正采光好~、近祈福湖~、出入方便！,90,17734,番禺,2室2厅1卫,50.75㎡,平层,板楼,中楼层(共4层),暂无数据,42.67㎡,北,混合结构,其他,,,祈福医院、钟村医院等；银行：中国银行、建设、工商、农业、交通、浦发、中国邮政储蓄银行。其他：邮电局、派出所、消防局、大型中西综合医院、祈福俱乐部(游泳池、健身室、各类培训班)。祈福缤纷汇步行街！,地铁22号线市广路站已开通接近2年了~、可换乘接驳2号线~、3号线~、18号线！祈福新村总站、祈福新村站、祈福食街站~、途经线路包括301路、1路[P]、288路、100路、10路、312路。村巴车：地铁接驳巴士、小区楼巴、直达香港、澳门、深圳、中山等地的巴士。
恒大悦府 3室2厅 东,200,20838,花都,3室2厅2卫,95.98㎡,暂无数据,塔楼,中楼层(共23层),暂无数据,暂无,东,钢混结构,其他,,,,
白云山中药厂宿舍视野宽阔方正两房,128,21019,白云,2室1厅1卫,60.9㎡,平层,塔楼,高楼层(共7层),暂无数据,暂无,东南南,钢混结构,其他,,,有南方医院~、白云农批市场~、天健广场~、友新~、三九脑科医院~、工商银行、中国银行、建设银行、农业银行、广发银行银行等生活便利,门口就是747.241公交站~、斜对就是金湖雅苑公交总站~、公交；241路~、高峰快线17~、226~、72路~、201路~、808路~、884路~、246路等~、有公交和便民车直达地铁站
美悦湾 3室1厅 南,200,22705,黄埔,3室1厅1卫,88.09㎡,平层,板塔结合,中楼层(共16层),暂无数据,暂无,南,钢混结构,精装,,有,,
南向户型方正大三房~、采光通风很好,130,14055,番禺,3室2厅1卫,92.5㎡,平层,暂无数据,中楼层(共7层),暂无数据,83.9㎡,北,钢混结构,精装,,,有公交车站~、有医院~、还有生活的菜市场~、~、有球场~、公园~、有娱乐广场,有番3路~、番22路~、番52路~、番72路~、番78路~、番81路车等公交路线~、可直达石基地铁口或者番禺广场地铁口
保利大国璟南向三房~、视野开阔~、园林优美~、执信旁,110,13071,增城,3室2厅2卫,84.16㎡,平层,暂无数据,高楼层(共33层),暂无数据,67.82㎡,南,钢混结构,精装,,,购物：有东汇城~、合汇城~、大润发~、增城广场~、敏捷广场~、休闲：6000亩挂绿湖公园交通：广州地铁21号线钟岗站。医疗：广州妇女儿童医院增城分院,
豪利三期~、户型方正~、业主诚意出,148,15052,花都,3室2厅2卫,98.33㎡,平层,塔楼,高楼层(共16层),暂无数据,暂无,北,钢混结构,精装,,有,小区配有幼儿园游泳池篮球场银行各类型的大型商市永利广场~、钱大妈大中小饭店~、公交车站地铁~、生活配套比较完善,距豪利2公里就有9号地铁~、一期楼下就有公交站~、分别有21.33.22.707等~、未来18号线就在门口
品秀星图 4室1厅 南,380,29139,增城,4室1厅2卫,130.41㎡,平层,暂无数据,中楼层(共32层),暂无数据,101.31㎡,南,钢混结构,其他,,,,
中海花湾 三房东北向 中层 诚意出,360,38623,荔湾,3室2厅2卫,93.21㎡,平层,塔楼,中楼层(共50层),暂无数据,73.69㎡,东南,钢混结构,精装,,有,肯德基、麦当劳、星巴克、屈臣氏、电影院、以及沃尔玛(在装修中)等等;银行:中国银行、工商银行、农业银行、华夏银行、民生银行医疗:荔湾区第三人民医院、荔湾区人民医院、广钢医院(都是三级甲等医院),双地铁:广佛线(鹤洞地铁站)~、1号线(西塱地铁站)。小区门口公交车站(鹤洞路西站):并有181~、19~、217~、222~、275~、285~、410~、565~、583~、69~、70~、71~、769~、770~、787~、811~、91等公交车路线~、出行十分便利
科学城中海南苑 四房120平 保养高层视野好 望山无遮挡,300,24704,黄埔,4室1厅2卫,121.44㎡,平层,塔楼,高楼层(共33层),暂无数据,96.79㎡,北,钢混结构,精装,,有,小区配套完善：有华润家中海誉城店~、北门有肉菜市场~、钱大妈肉菜~、小区步行街~、公交站~、附近有大型萝岗达广场~、锐丰~、香雪奥园广场。医疗方面-有金梦社区卫生服务站~、三甲医院萝岗中医院~、中山大学第三附属岭南医院。内部环境：小区花园大楼间距宽,距离地铁3.2公里小区出入口都有几路公交车包括391~、516338~、336~、367等可以直达6号香雪地铁站2有楼巴直达天河各个繁华地段及地铁口方便业主上班3此房源近小区西门坐公车到地铁站坐楼巴到天河都很方便买菜或接小孩都方便
南向三房~、看房方便~、安静舒适~、证过五年,350,37223,白云,3室1厅2卫,94.03㎡,平层,塔楼,中楼层(共17层),暂无数据,75.32㎡,南,钢混结构,精装,,有,该小区配套成熟~、生活方便。小区北门出来是大型购物商场-云门PARK~、该商场内有河马鲜生、东海酒家、美亚影院、各类品牌餐饮店和服装店。东门出来是双城荟步行街~、这条街有四大银行、菜市场、宠物医院、美容院、星巴克等大型配套~、能够满足您日常.,公交车：线804路、886路、805路、799路、920路、922路、924路、926路、509路、66路、803路等数十几条公交路线地铁：地图2、3、14线嘉禾望岗站、3号线白云大道北站
北城雍雅园  地铁口500米 层高3.3米 视野开阔  无遮挡,235,24790,番禺,3室2厅2卫,94.8㎡,暂无数据,塔楼,高楼层(共12层),暂无数据,80.97㎡,南北,钢混结构,简装,,有,白沙堡菜市场、雅居乐邻里时光、喜悦天地、骏和广场、石桥公园、儿童公园、城北公园、易发步行街、英东体育场、英东游泳馆等。,小区楼下有公交车站~、多条公交线路经过~、出行很方便~、从小区步行到市桥地铁A出口500米。
农科院中区 南北对流3房 户型实用,260,40124,天河,3室2厅1卫,64.8㎡,平层,板楼,中楼层(共5层),暂无数据,58.61㎡,南,混合结构,其他,,,步行300米的距离有幼儿园、卫生门诊部；步行400米左右有菜市场、商店、快递代收点~、有自动存取款机~、公园~、娱乐广场；步行800米的距离有大型的菜市场、市、健身房、培训班、电影院、麦当劳、四大银行、餐饮店、文具店、服装店~、华农大正门公交站~、地铁站等,步行500米左右的距离有公交站----省农干科干院站~、站台上有24条公交路线供选择~、分别是：有210路~、214路~、266路~、503路~、508路~、60路~、776路~、813路~、B18路~、B19路~、大学城专线1路~、大学城专线2路~、广增11路~、广增16路~、广增3路~、广增4路等等。
无抵押~、保养新~、地铁口出行便利,75,11233,增城,2室2厅1卫,66.77㎡,平层,塔楼,低楼层(共26层),暂无数据,53.86㎡,北东北,钢混结构,精装,,有,,项目位于朱村凤岗旁~、距离地铁21号线朱村站0.5公里~、21号线已经全线开通~、快线3个站（凤岗站）可达天河~、小区西门口步行700米可达地铁B口
市二宫醉美小区 水产大院 3房 加装电梯 小区有停车位,300,33468,海珠,3室1厅1卫,89.64㎡,平层,塔楼,中楼层(共6层),暂无数据,暂无,南北,钢混结构,其他,,,水产公司单位分配的宿舍~、分给干部人群居住~、而且大院式管理~、物业费低~、内部环境好~、安静不吵~、适合居住,地铁：距二号线市二宫站400米。公交：楼下有多条公交线路~、市二宫公交站165米、地铁市二宫站330米及江南大道北站380米~、小区出来同福东路左转到解放桥~、右转海珠桥~、去越秀荔湾~、天河等区域方便。
下楼就是地铁原装电梯一房小区管理,98,31231,荔湾,1室0厅1卫,31.38㎡,平层,塔楼,低楼层(共18层),暂无数据,25.15㎡,南,钢混结构,毛坯,,有,市少年宫和流花湖公园~、西华路肉菜市场。康王北路地下美食服装城~、西华路美食一条街；有市一、广医医院~、工商银行、中国银行、建设银行、民生银行等。,地铁上彩虹桥8/11/13/22号线步行100米就到~、西华路公交车站~、东风西路公交车站~、彩虹桥公交车站
荔湾国际城3+1户型 东南向 采光好无遮挡 业主诚意放卖,340,34634,荔湾,3室1厅1卫,98.17㎡,平层,塔楼,低楼层(共33层),暂无数据,79.07㎡,东南,钢混结构,其他,,有,,距离地铁站1500米左右~、小区50米左右处有公交站台~、途径996路966路782路74路等其他公交线路
户型方正~、设施齐全~、视野开阔~、交通便利！,83,11422,黄埔,2室1厅1卫,72.67㎡,平层,塔楼,高楼层(共20层),暂无数据,暂无,北,钢混结构,精装,,有,广州市萝岗区十字会医院~、广州市增城区中新镇卫生院~、其他配套有镇龙新鲜肉菜~、美佳购物广场财富广场~、御溪谷等。,小区内有地铁最近的是21号线镇龙西站距离约1200米新开通了便民专线01号线直达地铁站！镇龙站是快线站~、离小区1500米！
天河峰景 厅出阳台 08年 三开间朝南 大三房 望珠城,499,44590,天河,3室2厅2卫,111.91㎡,平层,塔楼,高楼层(共28层),暂无数据,90.73㎡,南,钢混结构,精装,,有,配套成熟~、楼下有水果批发市场~、商场银行以及餐厅~、燕岭公园就在旁边~、3公里范围内就有东方宝泰~、信达金茂广场等大型商圈~、让您的生活无忧,出小区门口左转就是六号线天平架地铁站~、（步行距离100米左右）并且就是天平架公交总站有多条公交直达出行便捷
全新装修两房 拎包入住 户型方正,228,29209,番禺,3室2厅2卫,78.06㎡,平层,板塔结合,低楼层(共11层),暂无数据,61.93㎡,北,钢混结构,精装,,有,所属地理位置处于番禺区华南板块CBD位置~、位置于华南碧桂园、锦绣香江、雅居乐、天河城购物之间。生活配套~、银行、酒店、衣食住行样样齐全~、沃尔玛海印又一城、奥特莱斯广场、天河城,地铁:3号线和7号线汉溪长隆站、7号线；多条公交线路里仁洞村站301、302、302、番10、番143、番145、番146等。快速路、华南快速干线~、广明高速贯穿天河白云~、新光快速
机场路 万科喜悦里 精装四房 近地铁带80方私家平台,550,52532,白云,4室2厅2卫,104.7㎡,平层,暂无数据,低楼层(共18层),暂无数据,暂无,东南,钢混结构,精装,,有,交通方便~、离地铁口近~、公交门口就有~、马路边三元里大道旁~、配套成熟,公交、地铁站、一应俱全~、打车也方便~、有停车位~、生活出行十分方便
高层三房 通风采光好 视野好 业主诚出,115,13642,黄埔,3室1厅1卫,84.3㎡,平层,暂无数据,高楼层(共32层),暂无数据,70㎡,南北,钢混结构,精装,,有,有甘竹山公园~、华胜公园~、布岭菜市场步行方便~、门口有多条公交站线路以及有轨电车1号线新丰站~、可直达香雪地铁站~、萝岗*达广场~、飞晟文汇~、萝岗中医院~、岭南三甲医院,项目位于永和大道与永顺大道交汇处。近广惠高速、广园快速、沈海高速等高速公路~、楼巴接驳~、快速到达天河~、火车东站~、白云机场~、公交车：永和大道中（常春藤）站、贤江公交车总站。小区楼下有365路A~、365~、366~、379公交线路直达香雪6号线~、21号线
翠山蓝天苑 一楼带hua园单位 业主自住保养好,498,33461,番禺,3室1厅2卫,148.83㎡,平层,塔楼,低楼层(共8层),暂无数据,123.91㎡,东北,钢混结构,其他,,有,所属地理位置处于番禺区华南板块位置~、位于华南碧桂园、锦绣香江、雅居乐、番禺之间。生活配套~、银行、酒店、衣食住行样样齐全~、沃尔玛海印又一城、奥特莱斯广场、*达广场~、天河城~、长隆动物园~、18号线/七号线*博站~、多条城市主干道.,新光快速、番禺大道、兴业大道、金山大道、南沙港快速、通往广州省珠三角各地。地铁3、7号线接驳9路公交直达汉溪长隆终点站~、公交信息：公交：129路、302路、303路、310路、番143路、番145路、番186、番5。地铁3号线~、18号线~、7号线。
小区中楼层~、精装修~、南向大三房~、近地铁,166,13997,番禺,3室2厅2卫,118.6㎡,平层,塔楼,中楼层(共7层),暂无数据,暂无,南西南北,混合结构,精装,,,公园：番禺儿童公园~、石桥公园~、星海公园~、大夫山森林公园医疗：番禺中医院~、市桥医院~、何贤医院~、口腔医院：易发街~、友谊商店~、钻汇广场~、喜悦天地市场：番山市场~、汀沙市场~、东城市场~、白沙堡市场等。,步行距离市桥地铁站900米左右~、上班方便。乘坐公交车出行较方便~、有多条线路途经小区。
73方4房方正3房全明屋 可以了做双套间,168,22892,荔湾,4室2厅2卫,73.39㎡,平层,板楼,高楼层(共9层),暂无数据,暂无,东南,钢混结构,简装,,,购物：荔景商城扬韬广场~、恒宝广场~、城光荟~、领展广场。景点：流花湖公园~、荔湾湖~、陈家祠~、永庆坊。医院：广州市荔湾医院~、广州医科大学附属第三医院,交通出行便利~、距离地铁5号、11号线双地铁中山八站550米~、楼下100米处就是泮塘公交站。
紫荆苑~、格局方正。配套完善~、采光通风好~、近地铁...,75,8499,花都,3室2厅1卫,88.25㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,北,钢混结构,精装,,,有地铁口~、秀全花城路地铁D出口物业~、地段优越~、楼下有很多路公交车经过~、去广州~、去机场~、广州北站都很方公园~、新世纪广场~、新华市场~、步行街~、粮油批发市场~、大型购物商场~、有医疗配套~、花都区人民医院~、花都区妇幼,花城路地铁D出口物业~、地段优越~、楼下有很多路公交车经过~、去广州~、去机场~、广州北站都很方
骏景花园南向两房 阳光暖洋洋 安静望园林,410,50837,天河,2室2厅1卫,80.65㎡,平层,塔楼,中楼层(共11层),暂无数据,暂无,南,钢混结构,精装,,有,骏景花园里面含餐饮美食店、美容店、水果店、菜市场、理发店、便利店、银行柜员机、药店、supermall等~、基本上小区住户不出小区便可解决日常生活所需。此外~、小区本身配套了合生骏景广场~、里面有影院、健身房、银行和餐饮店~、而小区西边的科新路为美食街。,公交车站：棠东站、棠下站(BRT)途径线路：B1路、B2路、B2A路、B3路、B4路、B4A路、B5路、B6路、B7路、B8路、B12路、B16路、B20路、B21路等公交线路~、可通往广州各区。地铁5号线科韵路、车陂南~、4号线车陂站~、13号线棠下站(在建
通风采光好~、安静舒适~、配套齐全~、看房方便业主诚心卖,299,31942,白云,3室2厅2卫,93.61㎡,平层,塔楼,低楼层(共19层),暂无数据,暂无,西北,钢混结构,其他,,有,滨江公园308米~、白云儿童公园226米~、花城金沙汇广场541米~、工商银行~、农业银行~、邮政银行~、广州中医药大学金沙洲医院700肯德基~、幼儿园~、菜市场等,广州地铁六号线沙贝站和横沙站~、浔峰港12号线公交车金沙洲大桥总站~、线路包括424、429、830、885、55、259、276、283、290路
市二宫 马仔外墙 95年楼龄 正规两房,158,26073,海珠,2室1厅1卫,60.6㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,富基广场商店：新一城、华润、家乐福菜市场：宝岗肉菜市场、昌龙苑市场、兴龙市场、堑口肉菜市场美食：广州酒家、点都德、尊宝披萨、星巴克、探炉等文体设施：宝岗体育场、海珠区图书馆等,近市二宫地铁站500米~、公交站有：5路;10路;16路;25路;183路;768路;968路b21路夜22路~、768路;968路等众多线路~、可达全城。
同福西地铁200米~、全新装修2楼~、南北对流~、格局方正,98,22529,海珠,2室1厅1卫,43.5㎡,平层,暂无数据,低楼层(共7层),暂无数据,39.3㎡,南,混合结构,精装,,,房子位于洪德路步行同福西地铁站200米~、穿过人民桥即可到沙面公园广州文化公园南方大厦十三行上下九步行街商圈~、500米内有洲头咀公园福龙东菜市场工商银行红十字会医院等,八号线同福西地铁站200米~、200米内同福西车站和洪德路车站多条公交车线能让你方便到达广州各区
司法局宿舍(天河区) 3室2厅 南,420,47744,天河,3室2厅1卫,87.97㎡,平层,板楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,有,,
珠江花城 南向横厅户型高层四房 采光通风好,618,51690,天河,4室2厅2卫,119.56㎡,平层,塔楼,高楼层(共26层),暂无数据,96.46㎡,南,钢混结构,其他,,有,项目生态规划优越~、享受5+1公园体系：奥林匹克体育公园、影视文化休闲公园、大观、天河儿童公园、岐山公园+100000平方米珠江四季花园园林绿地。,规划19号线姬堂站坐落项目内~、直达珠江新城、海珠、荔湾等重要区域~、社区公交车总站接驳大沙地与黄村地铁站~、坐地铁直达珠江新城、天河北、琶洲等商务区；社区内建4500㎡大型私享公交总站~、为版块内的社区旗舰型交通配套。
全新装修优质环保家具南北对流因出国急转,235,18744,南沙,3室2厅2卫,125.38㎡,平层,塔楼,低楼层(共17层),暂无数据,暂无,东南,钢混结构,精装,,有,,小区东南门设有龙光棕榈水岸公交车站~、距离蕉门地铁口1公里以内。
金茂万科都会四季 3室2厅 北 南,178,20207,增城,3室2厅2卫,88.09㎡,平层,板塔结合,高楼层(共34层),暂无数据,69.64㎡,北南,钢混结构,其他,,有,,
新塘新世界花园嘉乐苑 2室1厅 北,93,12153,增城,2室1厅1卫,76.53㎡,平层,塔楼,高楼层(共6层),暂无数据,67.85㎡,北,钢混结构,简装,,,,
緑化24小时安保小区 户型靓 税费低 视野开阔 宜居宜住,85,7106,增城,3室2厅2卫,119.63㎡,平层,塔楼,高楼层(共13层),暂无数据,98.25㎡,北南,钢混结构,精装,,有,,
黄船生活区 2室1厅 南,188,25942,黄埔,2室1厅1卫,72.47㎡,平层,板楼,中楼层(共10层),暂无数据,62.69㎡,南,钢混结构,其他,,有,,
精装三房 拎包入住 高层光线好 近地铁,490,51596,天河,3室2厅2卫,94.97㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,东北,钢混结构,其他,,有,配套：银行(建行、中行、深发展、交通银行、光大银行等)、酒店(广武大酒店、尚德大酒店、威斯丁酒店、天伦等)、医院（中山三院三甲医院）、华润、摩登、太古汇、正佳、商场、餐饮娱乐、银行、电影院、健身俱乐部等,公交车五山路口站天河北路师大后门站龙口东路站途经线路包括130路、133路、135路、191路、230路、232路、306路、32路、41路短线地铁地铁3号线岗顶华师站11号线
顺景大厦 精装东南向三房 拎包入住 满五诚心卖,520,52574,越秀,3室1厅1卫,98.91㎡,平层,塔楼,低楼层(共30层),暂无数据,暂无,东南,钢混结构,其他,,有,商场：华润商场~、银行：工商银行、建设银行、农业银行、中国银行、邮政银行、医院：越秀区东山街社区卫生服务站、广州市中医医院五羊门诊部、省中医院二沙岛分院、洒楼：壹厨、传记潮发牛肉店、金和楼酒家、客语、喜宝农家菜、金成潮州酒楼等。,地铁5号线/1号线杨箕站、五羊邨站；公交：珠江宾馆站40、44、183、222、225、781、811、高峰快线81路、五羊新城站90路、138、222、778、781、B22、交通便利。
时代天韵空置3房全新未住过~、高层东北向~、视野无遮挡,185,20724,黄埔,3室1厅1卫,89.27㎡,平层,塔楼,高楼层(共23层),暂无数据,暂无,东北,钢混结构,精装,,有,,
南向看龙祥湖~、视野开阔~、自住定制~、有匙方便看！,243,19705,黄埔,4室2厅2卫,123.32㎡,平层,板塔结合,高楼层(共33层),暂无数据,99.86㎡,南,钢混结构,精装,,有,有邻里~、缤纷城和合景悠方~、平岗河~、凤凰湖~、九龙湖购物~、游玩方便！！,坳岗345路352a路365路370路445路B棠下村口343a路345路352路365路370路445路地铁14号线旺村站~、三站到达镇龙接驳21号线6站可到达员村。
